Month_Week,Week_ending
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 1,2024-10-05
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 2,2024-10-12
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
October Week 3,2024-10-19
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
November Week 2,2024-11-09
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
October Week 4,2024-10-26
