COVID-19_Season,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Setting,Doses,Cumulative_Doses,Location_and_Flu_Season_Order,Current_Through,Age_Group
2023-2024,02/17/2024 12:00:00 AM,02/15/2025 12:00:00 AM,26,2024,7,6,Combined,179752,31709379,18,01/25/2025 12:00:00 AM,18+
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Combined,73744,18443119,18,01/25/2025 12:00:00 AM,65+
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,6,Combined,1068862,5150086,19,01/25/2025 12:00:00 AM,60-74
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39,2024,20,6,Combined,96915,18274875,18,01/25/2025 12:00:00 AM,65+
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3,2023,37,6,Combined,28186,28186,18,01/25/2025 12:00:00 AM,60-74
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Combined,1918637,6675292,18,01/25/2025 12:00:00 AM,65+
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37,2024,18,6,Combined,63288,13306048,18,01/25/2025 12:00:00 AM,60-74
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37,2024,18,6,Combined,161182,34049504,18,01/25/2025 12:00:00 AM,18+
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3,2023,37,6,Combined,75449,75449,18,01/25/2025 12:00:00 AM,18+
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50,2024,31,6,Combined,26828,13851637,18,01/25/2025 12:00:00 AM,60-74
2023-2024,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,36,2024,17,6,Combined,94591,8211261,18,01/25/2025 12:00:00 AM,75+
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48,2024,29,6,Combined,39897,13789073,18,01/25/2025 12:00:00 AM,60-74
2023-2024,07/13/2024 12:00:00 AM,07/12/2025 12:00:00 AM,47,2024,28,6,Combined,26002,8638375,18,01/25/2025 12:00:00 AM,75+
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31,2024,12,6,Combined,200946,17112695,18,01/25/2025 12:00:00 AM,65+
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45,2024,26,6,Combined,29906,8586638,18,01/25/2025 12:00:00 AM,75+
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30,2024,11,6,Combined,213651,16911749,18,01/25/2025 12:00:00 AM,65+
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37,2024,18,6,Combined,27668,8159895,18,01/25/2025 12:00:00 AM,18-49
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,6,Combined,2751561,12658289,19,01/25/2025 12:00:00 AM,18+
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Combined,84255,12541272,18,01/25/2025 12:00:00 AM,60-74
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48,2024,29,6,Combined,27173,8441440,18,01/25/2025 12:00:00 AM,18-49
2023-2024,11/04/2023 12:00:00 AM,11/02/2024 12:00:00 AM,10,2023,44,6,Combined,535153,4577859,18,01/25/2025 12:00:00 AM,50-64
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30,2024,11,6,Combined,126764,12668036,18,01/25/2025 12:00:00 AM,60-74
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,6,Combined,590622,2441506,19,01/25/2025 12:00:00 AM,18-49
2023-2024,07/13/2024 12:00:00 AM,07/12/2025 12:00:00 AM,47,2024,28,6,Combined,14144,7962347,18,01/25/2025 12:00:00 AM,50-64
2023-2024,01/06/2024 12:00:00 AM,01/04/2025 12:00:00 AM,20,2024,1,6,Combined,290392,15544172,18,01/25/2025 12:00:00 AM,65+
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,6,Combined,511451,1473657,19,01/25/2025 12:00:00 AM,50-64
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16,2023,50,6,Combined,407497,14674218,18,01/25/2025 12:00:00 AM,65+
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Combined,45452,7878014,18,01/25/2025 12:00:00 AM,18-49
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,6,Combined,963009,8274726,19,01/25/2025 12:00:00 AM,18-64
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12,2023,46,6,Combined,620141,9409725,18,01/25/2025 12:00:00 AM,60-74
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16,2023,50,6,Combined,887689,27638787,18,01/25/2025 12:00:00 AM,18+
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12,2023,46,6,Combined,1658657,23477985,18,01/25/2025 12:00:00 AM,18+
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16,2023,50,6,Combined,326071,10926277,18,01/25/2025 12:00:00 AM,60-74
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14,2023,48,6,Combined,250730,6296000,18,01/25/2025 12:00:00 AM,75+
2023-2024,01/13/2024 12:00:00 AM,01/11/2025 12:00:00 AM,21,2024,2,6,Combined,188909,7284872,18,01/25/2025 12:00:00 AM,18-49
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27,2024,8,6,Combined,60367,16505215,18,01/25/2025 12:00:00 AM,65+
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32,2024,13,6,Combined,66309,15711828,18,01/25/2025 12:00:00 AM,18-64
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Combined,111918,34584812,18,01/25/2025 12:00:00 AM,18+
2023-2024,01/13/2024 12:00:00 AM,01/11/2025 12:00:00 AM,21,2024,2,6,Combined,211269,11855198,18,01/25/2025 12:00:00 AM,60-74
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,6,Combined,762978,2126725,19,01/25/2025 12:00:00 AM,75+
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5,2023,39,6,Combined,682544,1095728,18,01/25/2025 12:00:00 AM,50-64
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,6,Combined,653640,5046252,19,01/25/2025 12:00:00 AM,75+
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,6,Combined,1586217,6025175,19,01/25/2025 12:00:00 AM,65+
2023-2024,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,38,2024,19,6,Combined,16124,7828361,18,01/25/2025 12:00:00 AM,50-64
2023-2024,01/27/2024 12:00:00 AM,01/25/2025 12:00:00 AM,23,2024,4,6,Combined,69135,7320951,18,01/25/2025 12:00:00 AM,75+
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Combined,81810,12297562,18,01/25/2025 12:00:00 AM,60-74
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Combined,38173,16141688,18,01/25/2025 12:00:00 AM,18-64
2023-2024,06/15/2024 12:00:00 AM,06/14/2025 12:00:00 AM,43,2024,24,6,Combined,40807,16224620,18,01/25/2025 12:00:00 AM,18-64
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Combined,31382,8102020,18,01/25/2025 12:00:00 AM,18-49
2023-2024,06/15/2024 12:00:00 AM,06/14/2025 12:00:00 AM,43,2024,24,6,Combined,69169,18590197,18,01/25/2025 12:00:00 AM,65+
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Combined,735547,1046652,19,01/25/2025 12:00:00 AM,60-74
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34,2024,15,6,Combined,32465,8070638,18,01/25/2025 12:00:00 AM,18-49
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15,2023,49,6,Combined,486175,14266721,18,01/25/2025 12:00:00 AM,65+
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Combined,952738,11964510,18,01/25/2025 12:00:00 AM,65+
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34,2024,15,6,Combined,86800,13088440,18,01/25/2025 12:00:00 AM,60-74
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39,2024,20,6,Combined,141857,34335055,18,01/25/2025 12:00:00 AM,18+
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Combined,75616,7679434,18,01/25/2025 12:00:00 AM,18-49
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Combined,81304,13169744,18,01/25/2025 12:00:00 AM,60-74
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Combined,3466746,11813175,18,01/25/2025 12:00:00 AM,18+
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17,2023,51,6,Combined,296653,11222930,18,01/25/2025 12:00:00 AM,60-74
2023-2024,01/27/2024 12:00:00 AM,01/25/2025 12:00:00 AM,23,2024,4,6,Combined,82836,7356201,18,01/25/2025 12:00:00 AM,50-64
2023-2024,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,38,2024,19,6,Combined,50991,8322697,18,01/25/2025 12:00:00 AM,75+
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46,2024,27,6,Combined,34932,13713932,18,01/25/2025 12:00:00 AM,60-74
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5,2023,39,6,Combined,748689,1193125,18,01/25/2025 12:00:00 AM,75+
2023-2024,01/06/2024 12:00:00 AM,01/04/2025 12:00:00 AM,20,2024,1,6,Combined,622617,29667368,18,01/25/2025 12:00:00 AM,18+
2023-2024,07/27/2024 12:00:00 AM,07/26/2025 12:00:00 AM,49,2024,30,6,Combined,24945,8690834,18,01/25/2025 12:00:00 AM,75+
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27,2024,8,6,Combined,85048,15349574,18,01/25/2025 12:00:00 AM,18-64
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28,2024,9,6,Combined,46388,7832562,18,01/25/2025 12:00:00 AM,18-49
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32,2024,13,6,Combined,202105,17314800,18,01/25/2025 12:00:00 AM,65+
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17,2023,51,6,Combined,279072,6735239,18,01/25/2025 12:00:00 AM,18-49
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44,2024,25,6,Combined,25547,8344972,18,01/25/2025 12:00:00 AM,18-49
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28,2024,9,6,Combined,49001,12457017,18,01/25/2025 12:00:00 AM,60-74
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46,2024,27,6,Combined,21615,8391495,18,01/25/2025 12:00:00 AM,18-49
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Combined,972258,9854816,18,01/25/2025 12:00:00 AM,18-64
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14,2023,48,6,Combined,292211,6024257,18,01/25/2025 12:00:00 AM,50-64
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Combined,314991,444173,19,01/25/2025 12:00:00 AM,18-49
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31,2024,12,6,Combined,267464,32758218,18,01/25/2025 12:00:00 AM,18+
2023-2024,07/27/2024 12:00:00 AM,07/26/2025 12:00:00 AM,49,2024,30,6,Combined,15738,7995405,18,01/25/2025 12:00:00 AM,50-64
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,6,Combined,706047,706047,19,01/25/2025 12:00:00 AM,18+
2023-2024,10/21/2023 12:00:00 AM,10/19/2024 12:00:00 AM,8,2023,42,6,Combined,668272,3113480,18,01/25/2025 12:00:00 AM,18-49
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,6,Combined,536027,3708297,19,01/25/2025 12:00:00 AM,50-64
2023-2024,09/23/2023 12:00:00 AM,09/21/2024 12:00:00 AM,4,2023,38,6,Combined,365850,388273,18,01/25/2025 12:00:00 AM,18-49
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,6,Combined,1086856,3881555,19,01/25/2025 12:00:00 AM,18-64
2023-2024,10/21/2023 12:00:00 AM,10/19/2024 12:00:00 AM,8,2023,42,6,Combined,1215004,6133683,18,01/25/2025 12:00:00 AM,60-74
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,7,Physician Medical Office,47914,667252,39,01/25/2025 12:00:00 AM,18-49
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,7,Physician Medical Office,36790,814526,39,01/25/2025 12:00:00 AM,18-49
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,7,Physician Medical Office,49735,1288007,39,01/25/2025 12:00:00 AM,18-64
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,7,Physician Medical Office,28226,870742,39,01/25/2025 12:00:00 AM,60-74
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,7,Physician Medical Office,34013,842516,39,01/25/2025 12:00:00 AM,60-74
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,7,Physician Medical Office,32502,1203951,39,01/25/2025 12:00:00 AM,65+
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,7,Physician Medical Office,95355,2701354,39,01/25/2025 12:00:00 AM,18+
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,7,Physician Medical Office,77148,2371890,39,01/25/2025 12:00:00 AM,18+
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,7,Physician Medical Office,27414,1083886,39,01/25/2025 12:00:00 AM,65+
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,7,Physician Medical Office,125179,2497069,39,01/25/2025 12:00:00 AM,18+
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,7,Physician Medical Office,88491,1238272,39,01/25/2025 12:00:00 AM,18-64
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,7,Physician Medical Office,150156,2294742,39,01/25/2025 12:00:00 AM,18+
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,7,Physician Medical Office,61665,1056472,39,01/25/2025 12:00:00 AM,65+
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,7,Physician Medical Office,38588,777736,39,01/25/2025 12:00:00 AM,18-49
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,7,Physician Medical Office,41738,739148,39,01/25/2025 12:00:00 AM,18-49
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,7,Physician Medical Office,48071,1131957,39,01/25/2025 12:00:00 AM,65+
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,7,Physician Medical Office,12903,570530,39,01/25/2025 12:00:00 AM,75+
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,7,Physician Medical Office,15275,625411,39,01/25/2025 12:00:00 AM,75+
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,7,Physician Medical Office,29062,557627,39,01/25/2025 12:00:00 AM,75+
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,7,Physician Medical Office,108930,2605999,39,01/25/2025 12:00:00 AM,18+
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,7,Physician Medical Office,40577,571016,39,01/25/2025 12:00:00 AM,50-64
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,7,Physician Medical Office,26063,682875,39,01/25/2025 12:00:00 AM,50-64
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,7,Physician Medical Office,19577,590593,39,01/25/2025 12:00:00 AM,50-64
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,7,Physician Medical Office,69438,1434552,39,01/25/2025 12:00:00 AM,18-64
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,7,Physician Medical Office,39492,1171449,39,01/25/2025 12:00:00 AM,65+
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,7,Physician Medical Office,21868,592398,39,01/25/2025 12:00:00 AM,75+
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,7,Physician Medical Office,62853,1497405,39,01/25/2025 12:00:00 AM,18-64
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,7,Physician Medical Office,30158,697410,39,01/25/2025 12:00:00 AM,18-49
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,7,Physician Medical Office,35370,625963,39,01/25/2025 12:00:00 AM,50-64
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,7,Physician Medical Office,41189,808503,39,01/25/2025 12:00:00 AM,60-74
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,7,Physician Medical Office,49828,744667,39,01/25/2025 12:00:00 AM,60-74
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,7,Physician Medical Office,77107,1365114,39,01/25/2025 12:00:00 AM,18-64
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,7,Physician Medical Office,17738,610136,39,01/25/2025 12:00:00 AM,75+
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,7,Physician Medical Office,22647,767314,39,01/25/2025 12:00:00 AM,60-74
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,7,Physician Medical Office,30849,656812,39,01/25/2025 12:00:00 AM,50-64
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,6,Pharmacy,202069,9537606,29,01/25/2025 12:00:00 AM,60-74
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,6,Pharmacy,229147,13469302,29,01/25/2025 12:00:00 AM,65+
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,6,Pharmacy,214726,4869964,29,01/25/2025 12:00:00 AM,50-64
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,6,Pharmacy,350606,9150867,29,01/25/2025 12:00:00 AM,60-74
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,6,Pharmacy,141955,9854810,29,01/25/2025 12:00:00 AM,60-74
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,6,Pharmacy,213349,6330278,29,01/25/2025 12:00:00 AM,75+
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,6,Pharmacy,235531,10575855,29,01/25/2025 12:00:00 AM,18-64
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13,2024,47,6,Pharmacy,464311,9755730,29,01/25/2025 12:00:00 AM,18-64
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,6,Pharmacy,230372,13972193,29,01/25/2025 12:00:00 AM,65+
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15,2024,49,6,Pharmacy,137906,5212438,29,01/25/2025 12:00:00 AM,18-49
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,6,Pharmacy,465903,24548046,29,01/25/2025 12:00:00 AM,18+
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,6,Pharmacy,100880,6431158,29,01/25/2025 12:00:00 AM,75+
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17,2024,51,6,Pharmacy,124715,5465574,29,01/25/2025 12:00:00 AM,18-49
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,6,Pharmacy,107111,5234995,29,01/25/2025 12:00:00 AM,50-64
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,6,Pharmacy,327754,10083484,29,01/25/2025 12:00:00 AM,18-64
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14,2024,48,6,Pharmacy,138986,5008950,29,01/25/2025 12:00:00 AM,50-64
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,6,Pharmacy,102036,6656733,29,01/25/2025 12:00:00 AM,75+
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16,2024,50,6,Pharmacy,128421,5340859,29,01/25/2025 12:00:00 AM,18-49
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,7,Physician Medical Office,57384,564169,39,01/25/2025 12:00:00 AM,18-49
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,7,Physician Medical Office,182728,1975892,39,01/25/2025 12:00:00 AM,18+
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,7,Physician Medical Office,122409,947092,39,01/25/2025 12:00:00 AM,18-64
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,7,Physician Medical Office,55921,440303,39,01/25/2025 12:00:00 AM,50-64
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,7,Physician Medical Office,48930,455072,39,01/25/2025 12:00:00 AM,75+
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,7,Physician Medical Office,97377,846073,39,01/25/2025 12:00:00 AM,65+
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,7,Physician Medical Office,219786,1793164,39,01/25/2025 12:00:00 AM,18+
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,7,Physician Medical Office,104158,1051250,39,01/25/2025 12:00:00 AM,18-64
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,7,Physician Medical Office,78571,924644,39,01/25/2025 12:00:00 AM,65+
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,7,Physician Medical Office,59259,641088,39,01/25/2025 12:00:00 AM,60-74
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,7,Physician Medical Office,71977,581829,39,01/25/2025 12:00:00 AM,60-74
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,7,Physician Medical Office,46774,487077,39,01/25/2025 12:00:00 AM,50-64
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,7,Physician Medical Office,39203,494275,39,01/25/2025 12:00:00 AM,75+
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,7,Physician Medical Office,66487,506785,39,01/25/2025 12:00:00 AM,18-49
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,6,Pharmacy,339843,4125672,29,01/25/2025 12:00:00 AM,50-64
2024-2025,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,12,2024,46,6,Pharmacy,554711,12771099,29,01/25/2025 12:00:00 AM,65+
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,6,Pharmacy,700355,8150398,29,01/25/2025 12:00:00 AM,18-64
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,6,Pharmacy,382694,5574895,29,01/25/2025 12:00:00 AM,75+
2024-2025,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,12,2024,46,6,Pharmacy,542815,9291419,29,01/25/2025 12:00:00 AM,18-64
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,6,Pharmacy,584209,7924243,29,01/25/2025 12:00:00 AM,60-74
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,6,Pharmacy,465160,8389403,29,01/25/2025 12:00:00 AM,60-74
2024-2025,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,12,2024,46,6,Pharmacy,249976,4655238,29,01/25/2025 12:00:00 AM,50-64
2024-2025,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,12,2024,46,6,Pharmacy,253390,6116929,29,01/25/2025 12:00:00 AM,75+
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,6,Pharmacy,279590,4405262,29,01/25/2025 12:00:00 AM,50-64
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,6,Pharmacy,288644,5863539,29,01/25/2025 12:00:00 AM,75+
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,6,Pharmacy,814254,11585811,29,01/25/2025 12:00:00 AM,65+
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,6,Pharmacy,360512,4024725,29,01/25/2025 12:00:00 AM,18-49
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,6,Pharmacy,630577,12216388,29,01/25/2025 12:00:00 AM,65+
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,6,Pharmacy,318616,4343341,29,01/25/2025 12:00:00 AM,18-49
2024-2025,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,11,2024,45,6,Pharmacy,1228783,20964990,29,01/25/2025 12:00:00 AM,18+
2024-2025,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,10,2024,44,6,Pharmacy,1514609,19736207,29,01/25/2025 12:00:00 AM,18+
2024-2025,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,12,2024,46,6,Pharmacy,292839,4636180,29,01/25/2025 12:00:00 AM,18-49
2024-2025,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,12,2024,46,6,Pharmacy,1097526,22062516,29,01/25/2025 12:00:00 AM,18+
