Current_season,Month,Previous_covid_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,SEP,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,SEP,2023-24,Republic of Palau,0,0,0,0,0,21412.5,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,SEP,2023-24,South Dakota,0.0251,0.0074,0.0177,"22,222","6,536",886812,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Houston,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,SEP,2023-24,Tennessee,0.025,0.0102,0.0148,"170,942","69,530",6846888.5,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Texas,0.0136,0.0035,0.0101,"397,114","101,949",29172250,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Utah,0.0311,0.0111,0.02,"100,177","35,706",3226163.5,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Virginia,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,SEP,2023-24,U.S. Virgin Islands ,0.0028,0.0001,0.0027,299,10,105648,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Vermont,0.0561,0.0113,0.0448,"34,834","7,020",620682,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Washington,0.0536,0.0173,0.0363,"410,120","132,115",7650371.5,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Wisconsin,0.0414,0.0157,0.0258,"240,429","90,882",5801275.5,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,West Virginia,0.023,0.0102,0.0127,"40,806","18,197",1776063.5,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Wyoming,0.0186,0.008,0.0105,"10,745","4,647",579166.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Alaska,0.0646,0.0469,0.0177,"46,910","34,087",726305,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Alabama,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,Arkansas,0.0441,0.0373,0.0068,"132,742","112,229",3012504.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,American Samoa,0.0029,0,0.0029,136,0,46976.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Arizona,0.0602,0.0447,0.0155,"444,375","329,724",7380696.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,New York City,0.0517,0.0468,0.0049,"424,306","383,788",8200096,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,California,0.0945,0.0678,0.0267,"3,699,627","2,654,862",39144646,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Chicago,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,Colorado,0.1155,0.0909,0.0246,"667,340","525,012",5776181,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Connecticut,0.0972,0.0891,0.0081,"344,127","315,465",3539890,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,District of Columbia,0.0967,0.0799,0.0168,"68,501","56,606",708203.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Delaware,0.0999,0.0867,0.0131,"98,034","85,139",981560.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Florida,0.0452,0.0417,0.0035,"977,002","901,697",21623533,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Federated States of Micronesia,0.0022,0,0.0022,228,0,101371,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Georgia,0.0408,0.0364,0.0044,"434,629","387,885",10647521,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Guam,0.0022,0.0006,0.0016,374,106,166917,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,Iowa,0.0954,0.069,0.0265,"300,183","216,918",3145074,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Idaho,0.0608,0.0556,0.0052,"110,462","101,034",1816139.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Illinois,0.0845,0.074,0.0104,"1,057,149","926,459",12517504,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Indiana,0.064,0.0513,0.0127,"429,764","344,401",6714728,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Kansas,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,Kentucky,0.0566,0.0469,0.0097,"251,904","208,871",4450995.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Louisiana,0.0296,0.0171,0.0125,"136,547","79,066",4616751,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,Maine,0.1298,0.0889,0.0409,"174,434","119,437",1344005,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Marshall Islands,0.0065,0.0002,0.0063,503,16,76871,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Michigan,0.0838,0.0681,0.0157,"830,513","674,772",9912630.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Minnesota,0.1358,0.1088,0.027,"764,020","611,967",5624147,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Missouri,0.0721,0.0596,0.0124,"440,733","364,732",6115723.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,N. Mariana Islands,0.0097,0.0022,0.0075,501,115,51467.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Mississippi,0.0262,0.0188,0.0074,"77,156","55,409",2949076.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Montana,0.0799,0.0602,0.0198,"85,906","64,675",1074894.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,North Carolina,0.0584,0.0549,0.0034,"615,364","579,215",10541669,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,North Dakota,0.0726,0.0518,0.0208,"55,201","39,375",760079.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,New Jersey,0.061,6.1137e-06,0.061,"538,940",54,8832618,Overall,Higher by 5 percentage points or greater,All
2024-25,OCT,2023-24,New Mexico,0.0958,0.0773,0.0185,"200,706","162,025",2095031,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Nevada,0.0578,0.0517,0.0061,"180,300","161,299",3120407,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,New York,0.0748,0.0679,0.0069,"824,592","748,658",11026194,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Ohio,0.0715,0.0626,0.0089,"831,598","727,905",11627059,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Oklahoma,0.0411,0.0371,0.004,"162,600","146,963",3956445.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Oregon,0.1295,0.0978,0.0317,"546,430","412,749",4220498,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Pennsylvania,0.079,0.0691,0.01,"881,251","770,125",11148453,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Philadelphia,0.0615,0.049,0.0125,"96,457","76,883",1568273.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Puerto Rico,0.0131,0.0102,0.0029,"41,550","32,345",3177862.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,Republic of Palau,0.0001,0,0.0001,3,0,21412.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,South Dakota,0.0792,0.0573,0.0219,"70,223","50,832",886812,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Houston,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,Tennessee,0.049,0.0381,0.0109,"335,336","261,033",6846888.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Texas,0.0248,0.0035,0.0213,"722,760","102,631",29172250,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Utah,0.0762,0.057,0.0192,"245,810","184,017",3226163.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Virginia,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,OCT,2023-24,U.S. Virgin Islands ,0.006,0.0008,0.0052,636,89,105648,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Vermont,0.1557,0.0877,0.068,"96,628","54,410",620682,Overall,Higher by 5 percentage points or greater,All
2024-25,OCT,2023-24,Washington,0.1258,0.098,0.0278,"962,754","749,740",7650371.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Wisconsin,0.1086,0.0771,0.0315,"630,080","447,224",5801275.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,West Virginia,0.0484,0.0378,0.0107,"86,044","67,060",1776063.5,Overall,Within 5 percentage points,All
2024-25,OCT,2023-24,Wyoming,0.0496,0.0405,0.0092,"28,738","23,430",579166.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Alaska,0.0016,0,0.0016,77,0,47492,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alabama,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,Arkansas,0.0004,9.9379e-06,0.0003,72,2,201249,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,American Samoa,0,0,0,0,0,4748,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Arizona,0.0037,0,0.0037,"1,763",0,479456,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New York City,0.0025,0,0.0025,"1,071",0,436260,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,California,0.0026,7.9276e-07,0.0026,"6,617",2,2522821,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Chicago,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,Colorado,0.0019,0,0.0019,707,0,365609,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Connecticut,0.0019,0,0.0019,424,3,222285,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,District of Columbia,0.0052,0,0.0052,139,0,26925,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Delaware,0.001,0,0.001,59,1,58703,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Florida,0.0015,0,0.0015,"1,800",0,1219345,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Federated States of Micronesia,0.0061,0,0.0061,63,0,10382,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Georgia,0.0012,1.3604e-06,0.0012,916,1,735062,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Guam,0.0023,0,0.0023,31,0,13771,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,Iowa,0.0011,0,0.0011,221,0,208457,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Idaho,0.0009,0.002,-0.0011,118,270,133291,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Illinois,0.0018,3.6751e-06,0.0018,"1,469",3,816314,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Indiana,0.001,0,0.001,434,0,451792,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Kansas,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,Kentucky,0.0008,6.9893e-06,0.0008,233,2,286150,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Louisiana,0.0007,0,0.0007,207,6,301827,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,Maine,0.0024,0,0.0024,180,0,75066,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Marshall Islands,0.0102,0,0.0102,83,0,8151,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Michigan,0,0,0,0,0,624694,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Minnesota,0.0017,0,0.0017,618,0,371308,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Missouri,0.0007,5.0889e-06,0.0007,271,2,393013,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,N. Mariana Islands,0.0026,0,0.0026,13,0,5092,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Mississippi,0.0003,4.9041e-06,0.0003,58,1,203909,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Montana,0.0007,0,0.0007,47,0,65539,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,North Carolina,0,1.4894e-06,-1.4894e-06,0,1,671415,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,North Dakota,0.0005,0,0.0005,24,0,46827,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,New Jersey,0.0019,0.0023,-0.0004,"1,079","1,289",562524,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New Mexico,0.0031,0,0.0031,433,3,139564,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Nevada,0.0008,0,0.0008,153,0,198053,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New York,0.0017,2.9478e-06,0.0016,"1,120",2,678480,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Ohio,0.0009,0,0.0009,635,0,742187,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Oklahoma,0.0005,0,0.0005,146,0,268724,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Oregon,0.0024,0.0054,-0.003,593,"1,345",248705,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Pennsylvania,0.0011,2.956e-06,0.0011,741,2,676599,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Philadelphia,0.0018,0,0.0017,153,4,86470,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Puerto Rico,0.0003,0,0.0003,49,2,187055,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,Republic of Palau,0,0,0,0,0,1763,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,South Dakota,0.0005,0,0.0005,31,0,59835,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Houston,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,Tennessee,0.0009,0,0.0008,373,7,433368,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Texas,0.0019,0.0054,-0.0035,"3,906","11,326",2110766,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Utah,0.0008,3.7267e-06,0.0008,226,1,268337,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Virginia,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,AUG,2023-24,U.S. Virgin Islands ,0,0,0,0,0,6338,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Vermont,0.0017,0,0.0017,57,0,34429,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Washington,0.003,0,0.003,"1,400",5,460572,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Wisconsin,0.0014,0,0.0014,503,0,370797,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,West Virginia,0.0003,0,0.0003,35,0,104247,13-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Wyoming,0.0005,0,0.0005,18,0,38687,13-17 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Alaska,0.028,0.0239,0.0041,853,729,30474,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Alabama,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,Arkansas,0.008,0.0052,0.0027,908,596,113842,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,American Samoa,0,0.0004,-0.0004,0,1,2608,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Arizona,0.0206,0.0157,0.0049,"5,370","4,084",260352,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,New York City,0.04,0.0302,0.0098,"12,075","9,118",302005,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,California,0.046,0.0367,0.0093,"65,031","51,933",1414649,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Chicago,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,Colorado,0.0775,0.0584,0.0191,"15,374","11,581",198442,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Connecticut,0.0449,0.0414,0.0034,"4,946","4,566",110266,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,District of Columbia,0.1473,0.1118,0.0355,"3,853","2,925",26160,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Delaware,0.0176,0.0156,0.0019,585,521,33304,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Florida,0.0045,0.0045,0,"3,132","3,113",692623,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Federated States of Micronesia,0,0,0,0,0,5706,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Georgia,0.0112,0.0099,0.0013,"4,427","3,909",396292,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Guam,0.0013,0.0004,0.0008,12,4,9444,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,Iowa,0.0343,0.0283,0.006,"4,052","3,343",118179,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Idaho,0.0135,0.011,0.0025,949,772,70468,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Illinois,0.045,0.0402,0.0048,"20,081","17,956",446316,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Indiana,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,Kansas,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,Kentucky,0.016,0.0121,0.0039,"2,631","1,985",164299,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Louisiana,0.0036,0.0027,0.0009,659,496,181154,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,Maine,0.0731,0.0484,0.0246,"2,810","1,863",38454,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Marshall Islands,0.0152,0.0012,0.014,77,6,5080,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Michigan,0.0378,0.034,0.0038,"12,927","11,629",342016,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Minnesota,0.0944,0.0773,0.0171,"20,035","16,401",212202,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Missouri,0.0267,0.0219,0.0048,"5,959","4,888",223181,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,N. Mariana Islands,0.004,0.0072,-0.0031,9,16,2226,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Mississippi,0.0017,0.0017,9.0631e-06,188,187,110338,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Montana,0.0318,0.0234,0.0084,"1,182",870,37112,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,North Carolina,0.0281,0.0211,0.0069,"10,357","7,804",369112,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,North Dakota,0.029,0.0265,0.0025,937,857,32285,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,New Jersey,0.0189,0.0185,0.0004,"5,922","5,784",313043,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,New Mexico,0.0349,0.0283,0.0066,"2,550","2,067",72986,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Nevada,0.0076,0.0073,0.0004,858,817,112689,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,New York,0.026,0.0228,0.0032,"9,504","8,327",365488,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Ohio,0.0252,0.0212,0.0041,"10,543","8,844",417969,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Oklahoma,0.0054,0.0061,-0.0007,839,945,155373,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Oregon,0.0811,0.0723,0.0088,"11,076","9,877",136613,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Pennsylvania,0.0292,0.0278,0.0014,"10,552","10,056",361410,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Philadelphia,0.0466,0.0349,0.0117,"2,775","2,081",59557,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Puerto Rico,0.0004,0.0009,-0.0005,29,67,74811,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,Republic of Palau,0,0,0,0,0,684,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,South Dakota,0.0264,0.0219,0.0045,973,807,36853,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Houston,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,Tennessee,0.0121,0.0097,0.0024,"2,984","2,403",247042,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Texas,0.0102,0.0154,-0.0052,"12,324","18,638",1209974,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Utah,0.0342,0.0267,0.0076,"5,029","3,919",147011,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Virginia,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,DEC,2023-24,U.S. Virgin Islands ,0.0005,0.0002,0.0002,2,1,4073,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Vermont,0.1547,0.1379,0.0168,"2,686","2,394",17361,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Washington,0.0794,0.0702,0.0092,"21,950","19,406",276460,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Wisconsin,0.0535,0.0404,0.0131,"10,663","8,055",199448,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,West Virginia,0.0049,0.0039,0.0009,271,220,55856,2-4 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Wyoming,0.0103,0.0085,0.0018,218,179,21113,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alaska,0.001,0,0.001,42,0,40264,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alabama,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Arkansas,0.0002,0,0.0002,38,2,157739,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,American Samoa,0,0,0,0,0,3546,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Arizona,0.0018,0,0.0018,685,0,375524,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New York City,0.0015,0,0.0015,537,0,360714,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,California,0.0017,1.5062e-06,0.0017,"3,335",3,1991746,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Chicago,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Colorado,0.0012,0,0.0012,336,0,285438,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Connecticut,0.0012,0,0.0012,188,0,163419,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,District of Columbia,0.0025,0,0.0025,66,0,26358,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Delaware,0.0006,0,0.0006,30,0,46331,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Florida,0.0008,0,0.0008,778,0,955019,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Federated States of Micronesia,0.0015,0,0.0015,12,0,7989,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Georgia,0.0006,0,0.0006,350,0,569907,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Guam,0.0025,0,0.0025,30,0,11986,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Iowa,0.0007,0,0.0007,117,0,163445,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Idaho,0.0008,0.0023,-0.0015,82,239,104275,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Illinois,0.0012,6.388e-06,0.0012,738,4,626171,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Indiana,0.0009,0,0.0009,301,0,351878,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Kansas,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Kentucky,0.0008,4.4821e-06,0.0008,180,1,223108,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Louisiana,0.0004,0,0.0004,108,3,241497,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Maine,0.002,0,0.002,112,0,55949,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Marshall Islands,0.0035,0,0.0035,24,0,6780,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Michigan,0,0,0,0,0,475421,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Minnesota,0.001,0,0.001,287,0,292636,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Missouri,0.0004,9.7415e-06,0.0004,126,3,307961,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,N. Mariana Islands,0.001,0,0.001,4,0,3916,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Mississippi,0.0002,0,0.0002,28,0,157912,9-12 years,Within 5 percentage points,Child
