comparison_type,week_ending,current_season_week_ending_label,comparison_group_1,comparison_group_2,comparison_group1_point_estimate,comparison_group2_point_estimate,estimate_difference,difference_estimate_lower_95_ci,difference_estimate_upper_95_ci,significant_at_95_pct,comparison_group_1_sort_order,comparison_group_2_sort_order
Between Season Poverty Comparison,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,Below Poverty,Below Poverty,6.4,6.1,0.3,-1.1,1.7,,13,13
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Poverty Status Unknown,Poverty Status Unknown,9.9,10.5,-0.5,-2.5,1.4,,14,14
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,7.5,4.1,2.4,5.9,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,6.9,4.7,3,6.4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,15,-3.4,-6.5,-0.4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,6.9,4.7,2.3,7,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,13.4,-1.8,-3.5,-0.2,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,9.4,2.2,0.4,4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,10.1,1.5,-0.8,3.9,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,12.7,-1.1,-3.8,1.5,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8.7,2.9,0.9,4.9,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,4.7,6.9,5.6,8.3,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,18.6,-7,-10.2,-3.9,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,20.6,-9,-11.8,-6.2,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,26.5,-14.9,-18,-11.7,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,10.2,1.4,-0.8,3.6,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,20.1,-8.5,-11.2,-5.8,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,5.7,5.9,4,7.9,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,10.5,1.1,-1,3.2,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,9.2,2.4,0.5,4.3,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,11.8,-0.2,-2.8,2.4,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8,3.6,1.5,5.8,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,20.3,-8.7,-11.7,-5.8,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,10.9,0.7,-1.2,2.7,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,16,-4.4,-7,-1.8,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,14,-2.4,-4.2,-0.7,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,10.7,0.9,-1.2,2.9,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8.4,3.2,1.1,5.3,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,11.2,0.4,-1.7,2.6,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,6.3,5.3,3.8,6.9,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,18.4,-6.8,-9.5,-4.1,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,12.2,-0.6,-2.2,1,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,4.9,6.7,5.4,8.1,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,17.2,-5.6,-9.1,-2,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,6.8,4.8,3.1,6.5,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8.5,3.1,0.9,5.4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,7.9,3.7,1.6,5.7,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8.9,2.7,1.5,3.9,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,12.6,-1,-3.6,1.5,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,27.3,-15.7,-20.6,-10.7,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,17,-5.4,-8.3,-2.4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,12.5,-0.9,-2.8,0.9,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,13.6,-2,-4.6,0.6,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,13.9,-2.3,-5,0.3,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,15.5,-3.9,-7,-0.7,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,11.7,-0.1,-1.8,1.7,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,9.9,1.7,-0.3,3.6,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,9.3,2.3,0.4,4.2,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8.4,3.2,1.7,4.6,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,14.3,-2.7,-4.5,-0.8,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,18.8,-7.2,-10.1,-4.4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,7.2,4.4,2.7,6,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,14.4,-2.8,-5.6,0,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8.7,2.9,0.7,5.1,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,12.2,-0.6,-1.4,0.2,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,22.2,-10.6,-12.4,-8.8,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,16.4,-4.8,-6.5,-3.1,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,13.1,-1.5,-2.9,-0.1,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,15.4,-3.8,-4.9,-2.7,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,7.8,3.8,2.8,4.9,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,12.8,-1.2,-2.2,-0.1,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8.6,3,2,4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,11,0.6,-0.8,2,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,13.4,-1.8,-3.1,-0.4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,14.4,-2.8,-4.3,-1.3,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,6.1,5.5,4,7,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,8.6,3,0.9,5.1,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,11.1,0.5,-2,2.9,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,6.4,5.2,3.6,6.9,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,15.6,-4,-5.9,-2.1,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,16.2,-4.6,-6.7,-2.4,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,16.9,-5.3,-8.3,-2.3,*,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,12.6,-1,-3.7,1.7,,1,1
Between Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,32.1,-20.5,-23.8,-17.1,*,1,1
Between Season Poverty Comparison,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",8.5,6.3,2.2,0.2,4.1,*,11,11
Between Season Poverty Comparison,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",10.7,9.6,1,0.2,1.9,*,11,11
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.7,0.8,-0.3,1.8,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,9.7,-0.3,-2.6,2.1,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,10.6,-1.2,-4.6,2.3,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,7.2,2.2,0.4,4,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.8,0.6,-1.2,2.4,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.3,1.1,-1.1,3.4,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.1,1.3,-0.3,3,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.1,1.4,-3.4,6.1,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,7.6,1.8,0,3.6,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,7.4,2.1,0.7,3.4,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,17.5,-8.1,-12.5,-3.6,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,7.7,1.7,0.5,3,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,10.6,-1.2,-2.7,0.3,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4.8,4.6,3.4,5.8,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,9.2,0.3,-1.1,1.6,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.3,4.1,3,5.2,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6.6,2.8,1.5,4.1,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,9,0.5,-1.2,2.1,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.5,0.9,-0.6,2.4,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,12.7,-3.3,-6.3,-0.3,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4.9,4.5,2.8,6.2,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,3.2,6.2,5,7.4,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4,5.4,4,6.8,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6.9,2.6,0.3,4.9,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,9.2,0.3,-1.6,2.1,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,11.4,-2,-4.9,0.9,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,11.1,-1.6,-4.6,1.4,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,22.2,-12.8,-17.7,-7.8,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,7.5,1.9,-0.2,4,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4.6,4.8,3.1,6.5,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6.4,3.1,1.4,4.7,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,9.4,0,-2.5,2.6,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.5,3.9,2,5.8,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4.4,5,3,7,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,10.7,-1.3,-4.1,1.5,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.6,3.8,2.3,5.3,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.6,0.8,-1.5,3.1,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.3,4.1,2.5,5.7,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,2.2,7.2,6.2,8.3,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,21.9,-12.5,-15,-10,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,12.7,-3.3,-5.4,-1.2,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,9.9,-0.5,-2.7,1.7,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6.5,2.9,1,4.9,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,16.6,-7.2,-11.8,-2.6,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6.2,3.2,1.2,5.2,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,3.2,6.2,4.7,7.8,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.6,3.9,2.3,5.4,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.9,3.5,2,5.1,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6,3.5,1.6,5.3,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,7.1,2.3,0.2,4.4,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,13.1,-3.7,-6.8,-0.5,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6.6,2.8,1.2,4.5,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.2,1.2,-0.8,3.2,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.2,4.2,2.3,6.1,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.1,1.3,-0.1,2.7,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6.4,3,1.3,4.8,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,3.9,5.5,4,7,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,12.5,-3,-7.5,1.5,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8,1.4,0,2.9,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4.2,5.3,3.9,6.6,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,15.3,-5.9,-9.2,-2.6,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4.3,5.1,3.8,6.5,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.3,4.2,2.2,6.1,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4.4,5,3.4,6.6,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,6.1,3.3,1.7,5,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.2,1.2,-1,3.4,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.6,0.8,-0.8,2.5,,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,0,9.4,8.7,10.2,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,14.7,-5.3,-9,-1.5,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,15.9,-6.5,-8.9,-4,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,7.3,2.2,0.2,4.1,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,4.6,4.8,3.2,6.4,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,5.5,3.9,2.1,5.7,*,1,1
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",4.8,4.5,0.3,-0.7,1.2,,12,12
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",12.9,12.3,0.5,-1.2,2.2,,11,11
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Below Poverty,Below Poverty,5.6,4.2,1.4,-0.3,3.1,,13,13
Between Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Poverty Status Unknown,Poverty Status Unknown,7.2,7.8,-0.5,-2.4,1.4,,14,14
Between Season Poverty Comparison,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,Poverty Status Unknown,Poverty Status Unknown,8.8,9.3,-0.5,-2.3,1.3,,14,14
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,14.7,-3.7,-7.2,-0.2,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,11.3,-0.3,-2.2,1.5,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,10.3,0.7,-1.4,2.7,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,11.3,-0.3,-2.2,1.7,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,11.9,-0.9,-3.6,1.7,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,11,0,-1.7,1.6,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,9.9,1.1,-0.9,3,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,7.6,3.3,1.6,5.1,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,8.1,2.9,1.1,4.7,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,10.7,0.3,-0.6,1.2,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,21.1,-10.2,-13.1,-7.2,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,14.4,-3.4,-5,-1.8,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,10.3,0.6,-0.6,1.9,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,14.2,-3.2,-4.3,-2.1,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,6.3,4.7,3.8,5.6,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,11.4,-0.4,-1.7,0.9,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,7.2,3.8,2.9,4.7,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,9.1,1.8,0.6,3.1,*,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,12.2,-1.2,-2.6,0.1,,1,1
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,11.5,-0.5,-1.8,0.9,,1,1
