Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date,Type
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,North Carolina,0.4,1.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,North Carolina,0.2,1.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,North Carolina,0.3,1.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,North Carolina,0.0,0.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,North Carolina,0.2,0.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,North Carolina,0.0,0.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,North Carolina,0.1,0.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,North Carolina,0.0,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,New York,2.0,39.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,New York,2.3,37.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,New York,3.2,35.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,New York,3.5,32.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,New York,3.8,28.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,New York,5.0,24.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,New York,4.8,19.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,New York,4.6,14.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,New York,3.3,10.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,New York,2.0,7.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,New York,1.5,5.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,New York,0.6,3.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,New York,0.8,3.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,New York,0.6,2.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,New York,0.6,1.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,New York,0.2,1.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,New York,0.1,0.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,New York,0.0,0.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,New York,0.1,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,New Mexico,1.9,30.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,New Mexico,7.9,28.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,New Mexico,5.7,20.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,New Mexico,4.3,15.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,New Mexico,2.4,10.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,New Mexico,2.1,8.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,New Mexico,1.9,6.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,New Mexico,1.6,4.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,New Mexico,1.5,2.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,New Mexico,0.7,1.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,New Mexico,0.1,0.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,New Mexico,0.0,0.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,New Mexico,0.0,0.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,New Mexico,0.0,0.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,New Mexico,0.0,0.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,New Mexico,0.0,0.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,New Mexico,0.0,0.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,New Mexico,0.0,0.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,New Mexico,0.0,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,Minnesota,3.1,24.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,Minnesota,2.8,21.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,Minnesota,2.8,18.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,Minnesota,2.8,15.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,Minnesota,3.9,13.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,Minnesota,2.4,9.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,Minnesota,2.2,6.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,Minnesota,1.6,4.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,Minnesota,0.9,3.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,Minnesota,0.6,2.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,Minnesota,0.4,1.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,Minnesota,0.2,1.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,Minnesota,0.2,1.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,Minnesota,0.1,0.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,Minnesota,0.0,0.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,Minnesota,0.1,0.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,Minnesota,0.0,0.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,Minnesota,0.0,0.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,Minnesota,0.0,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,Michigan,2.0,35.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,Michigan,3.2,33.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,Michigan,3.2,29.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,Michigan,3.8,26.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,Michigan,4.7,22.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,Michigan,4.6,18.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,Michigan,4.5,13.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,Michigan,2.4,9.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,Michigan,1.9,6.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,Michigan,1.0,4.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,Michigan,1.2,3.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,Michigan,1.0,2.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,Michigan,0.6,1.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,Michigan,0.0,0.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,Michigan,0.1,0.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,Michigan,0.1,0.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,Michigan,0.1,0.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,Michigan,0.0,0.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,Michigan,0.0,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,Maryland,1.3,51.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,Maryland,2.2,49.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,Maryland,1.5,47.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,Maryland,2.8,46.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,Maryland,3.6,43.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,Maryland,5.0,39.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,Maryland,4.6,34.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,Maryland,5.3,29.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,Maryland,4.6,24.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,Maryland,4.3,20.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,Maryland,3.7,15.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,Maryland,3.1,12.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,Maryland,2.6,9.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,Maryland,2.6,6.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,Maryland,1.4,3.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,Maryland,0.9,2.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,Maryland,0.5,1.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,Maryland,0.3,1.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,Maryland,0.2,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,Georgia,0.8,55.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,Georgia,1.5,54.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,Georgia,1.5,53.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,Georgia,2.8,51.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,Georgia,3.2,48.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,Georgia,4.7,45.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,Georgia,4.4,40.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,Georgia,4.7,36.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,Georgia,4.6,31.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,Georgia,4.6,27.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,Georgia,4.7,22.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,Georgia,4.3,17.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,Georgia,3.7,13.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,Georgia,2.4,9.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,Georgia,2.0,7.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,Georgia,1.9,5.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,Georgia,1.3,3.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,Georgia,1.0,2.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,Georgia,0.8,1.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,Connecticut,2.7,48.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,Connecticut,2.6,45.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,Connecticut,3.1,43.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,Connecticut,4.0,40.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,Connecticut,5.4,36.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,Connecticut,7.5,30.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,Connecticut,5.2,23.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,Connecticut,4.1,17.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,Connecticut,3.0,13.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,Connecticut,1.6,10.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,Connecticut,2.4,9.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,Connecticut,2.2,6.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,Connecticut,0.9,4.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,Connecticut,0.6,3.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,Connecticut,0.7,3.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,Connecticut,0.8,2.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,Connecticut,0.4,1.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,Connecticut,0.3,1.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,Connecticut,0.2,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,Colorado,2.3,39.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,Colorado,5.0,37.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,Colorado,5.9,32.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,Colorado,4.7,26.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,Colorado,3.9,21.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,Colorado,3.8,17.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,Colorado,4.6,13.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,Colorado,2.8,9.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,Colorado,2.3,6.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,Colorado,1.0,4.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,Colorado,0.6,3.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,Colorado,0.7,2.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,Colorado,0.5,1.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,Colorado,0.3,1.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,Colorado,0.1,1.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,Colorado,0.1,1.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,Colorado,0.2,0.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,Colorado,0.1,0.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,Colorado,0.0,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Overall,Overall,Overall,California,1.2,24.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Overall,Overall,Overall,California,1.7,23.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Overall,Overall,Overall,California,1.7,21.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Overall,Overall,Overall,California,2.0,20.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Overall,Overall,Overall,California,3.8,18.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Overall,Overall,Overall,California,3.5,14.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Overall,Overall,Overall,California,2.5,10.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Overall,Overall,Overall,California,2.0,8.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Overall,Overall,Overall,California,1.1,6.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Overall,Overall,Overall,California,1.3,5.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Overall,Overall,Overall,California,0.9,4.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Overall,Overall,Overall,California,0.7,3.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Overall,Overall,Overall,California,0.5,2.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Overall,Overall,Overall,California,0.4,1.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Overall,Overall,Overall,California,0.3,1.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Overall,Overall,Overall,California,0.1,1.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Overall,Overall,Overall,California,0.2,1.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Overall,Overall,Overall,California,0.3,0.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Overall,Overall,Overall,California,0.2,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Adults,Overall,Overall,Overall,1.3,21.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Adults,Overall,Overall,Overall,1.7,20.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Adults,Overall,Overall,Overall,1.5,18.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Adults,Overall,Overall,Overall,2.1,17.0,2025-01-18 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,2.0,Adults,Overall,Overall,Overall,2.8,14.0,2025-01-11 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,1.0,Adults,Overall,Overall,Overall,2.9,12.0,2025-01-04 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,52.0,Adults,Overall,Overall,Overall,2.0,9.0,2024-12-28 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,51.0,Adults,Overall,Overall,Overall,1.6,7.0,2024-12-21 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,50.0,Adults,Overall,Overall,Overall,1.4,5.0,2024-12-14 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,49.0,Adults,Overall,Overall,Overall,1.1,4.0,2024-12-07 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,48.0,Adults,Overall,Overall,Overall,0.7,3.0,2024-11-30 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,47.0,Adults,Overall,Overall,Overall,0.6,2.0,2024-11-23 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,46.0,Adults,Overall,Overall,Overall,0.5,1.0,2024-11-16 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,45.0,Adults,Overall,Overall,Overall,0.3,1.0,2024-11-09 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,44.0,Adults,Overall,Overall,Overall,0.2,1.0,2024-11-02 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,43.0,Adults,Overall,Overall,Overall,0.1,1.0,2024-10-26 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,42.0,Adults,Overall,Overall,Overall,0.1,0.0,2024-10-19 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,41.0,Adults,Overall,Overall,Overall,0.1,0.0,2024-10-12 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2024.0,40.0,Adults,Overall,Overall,Overall,0.1,0.0,2024-10-05 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,6.0,Pediatrics,Overall,Overall,Overall,4.3,85.0,2025-02-08 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,5.0,Pediatrics,Overall,Overall,Overall,6.4,80.0,2025-02-01 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,4.0,Pediatrics,Overall,Overall,Overall,6.5,74.0,2025-01-25 00:00:00,Unadjusted Rate
RSV-NET,2024-25,2025.0,3.0,Pediatrics,Overall,Overall,Overall,6.2,67.0,2025-01-18 00:00:00,Unadjusted Rate
