current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult
2024-25,DEC,4281,32005,District of Columbia,0.1338,5-8 years,"2024-25, District of Columbia: 5-8 years",Child
2024-25,DEC,4309,333492,Tennessee,0.0129,5-8 years,"2024-25, Tennessee: 5-8 years",Child
2024-25,DEC,4427,396292,Georgia,0.0112,2-4 years,"2024-25, Georgia: 2-4 years",Child
2024-25,DEC,4532,34429,Vermont,0.1316,13-17 years,"2024-25, Vermont: 13-17 years",Child
2024-25,DEC,4946,110266,Connecticut,0.0449,2-4 years,"2024-25, Connecticut: 2-4 years",Child
2024-25,DEC,5029,147011,Utah,0.0342,2-4 years,"2024-25, Utah: 2-4 years",Child
2024-25,DEC,5179,75066,Maine,0.069,13-17 years,"2024-25, Maine: 13-17 years",Child
2024-25,DEC,5182,109896,New Mexico,0.0472,9-12 years,"2024-25, New Mexico: 9-12 years",Child
2024-25,DEC,5184,339143,Tennessee,0.0153,9-12 years,"2024-25, Tennessee: 9-12 years",Child
2024-25,DEC,5370,260352,Arizona,0.0206,2-4 years,"2024-25, Arizona: 2-4 years",Child
2024-25,DEC,5379,199407.5,Delaware,0.027,6 months to 17 years,"2024-25, Delaware: 6 months to 17 years",Child
2024-25,DEC,5607,1052713,Louisiana,0.0053,6 months to 17 years,"2024-25, Louisiana: 6 months to 17 years",Child
2024-25,DEC,5743,161075,Iowa,0.0357,5-8 years,"2024-25, Iowa: 5-8 years",Child
2024-25,DEC,5788,236563,Wyoming,0.0245,18-49 years,"2024-25, Wyoming: 18-49 years",Adult
2024-25,DEC,5922,313043,New Jersey,0.0189,2-4 years,"2024-25, New Jersey: 2-4 years",Child
2024-25,DEC,5959,223181,Missouri,0.0267,2-4 years,"2024-25, Missouri: 2-4 years",Child
2024-25,DEC,5962,173878,Alaska,0.0343,6 months to 17 years,"2024-25, Alaska: 6 months to 17 years",Child
2024-25,DEC,6076,174496,New York State,0.0348,6-23 months,"2024-25, New York (excluding New York City): 6-23 months",Child
2024-25,DEC,6161,547437,Georgia,0.0113,5-8 years,"2024-25, Georgia: 5-8 years",Child
2024-25,DEC,6195,941363,Florida,0.0066,5-8 years,"2024-25, Florida: 5-8 years",Child
2024-25,DEC,6210,1286583,Puerto Rico,0.0048,18-49 years,"2024-25, Puerto Rico: 18-49 years",Adult
2024-25,DEC,6419,153657,Connecticut,0.0418,5-8 years,"2024-25, Connecticut: 5-8 years",Child
2024-25,DEC,6463,163445,Iowa,0.0395,9-12 years,"2024-25, Iowa: 9-12 years",Child
2024-25,DEC,6471,176399.5,North Dakota,0.0367,6 months to 17 years,"2024-25, North Dakota: 6 months to 17 years",Child
2024-25,DEC,6534,286150,Kentucky,0.0228,13-17 years,"2024-25, Kentucky: 13-17 years",Child
2024-25,DEC,6751,108898,Wyoming,0.062,50-64 years,"2024-25, Wyoming: 50-64 years",Adult
2024-25,DEC,6772,163419,Connecticut,0.0414,9-12 years,"2024-25, Connecticut: 9-12 years",Child
2024-25,DEC,6890,200231,Ohio,0.0344,6-23 months,"2024-25, Ohio: 6-23 months",Child
2024-25,DEC,6986,95451.5,Wisconsin,0.0732,6-23 months,"2024-25, Wisconsin: 6-23 months",Child
2024-25,DEC,7050,212574,South Dakota,0.0332,6 months to 17 years,"2024-25, South Dakota: 6 months to 17 years",Child
2024-25,DEC,7206,205956,Utah,0.035,5-8 years,"2024-25, Utah: 5-8 years",Child
2024-25,DEC,7282,171599,Pennsylvania,0.0424,6-23 months,"2024-25, Pennsylvania (excluding Philadelphia County): 6-23 months",Child
2024-25,DEC,7307,178554.5,North Carolina,0.0409,6-23 months,"2024-25, North Carolina: 6-23 months",Child
2024-25,DEC,7450,569907,Georgia,0.0131,9-12 years,"2024-25, Georgia: 9-12 years",Child
2024-25,DEC,7499,139564,New Mexico,0.0537,13-17 years,"2024-25, New Mexico: 13-17 years",Child
2024-25,DEC,7513,681696.5,Arkansas,0.011,6 months to 17 years,"2024-25, Arkansas: 6 months to 17 years",Child
2024-25,DEC,7909,224000.5,Montana,0.0353,6 months to 17 years,"2024-25, Montana: 6 months to 17 years",Child
2024-25,DEC,8014,433368,Tennessee,0.0185,13-17 years,"2024-25, Tennessee: 13-17 years",Child
2024-25,DEC,8140,302877,Missouri,0.0269,5-8 years,"2024-25, Missouri: 5-8 years",Child
2024-25,DEC,8408,440269.5,Idaho,0.0191,6 months to 17 years,"2024-25, Idaho: 6 months to 17 years",Child
2024-25,DEC,8488,955019,Florida,0.0089,9-12 years,"2024-25, Florida: 9-12 years",Child
2024-25,DEC,8523,105584.5,Maryland,0.0807,6-23 months,"2024-25, Maryland: 6-23 months",Child
2024-25,DEC,8561,213250,Utah,0.0401,9-12 years,"2024-25, Utah: 9-12 years",Child
2024-25,DEC,8641,163198.5,Michigan,0.0529,6-23 months,"2024-25, Michigan: 6-23 months",Child
2024-25,DEC,8668,63424,Oregon,0.1367,6-23 months,"2024-25, Oregon: 6-23 months",Child
2024-25,DEC,8687,155850,New York City,0.0557,6-23 months,"2024-25, New York City: 6-23 months",Child
2024-25,DEC,8800,307961,Missouri,0.0286,9-12 years,"2024-25, Missouri: 9-12 years",Child
2024-25,DEC,8904,929182.5,Oklahoma,0.0096,6 months to 17 years,"2024-25, Oklahoma: 6 months to 17 years",Child
2024-25,DEC,9169,366688,Arizona,0.025,5-8 years,"2024-25, Arizona: 5-8 years",Child
2024-25,DEC,9298,679728,Nevada,0.0137,6 months to 17 years,"2024-25, Nevada: 6 months to 17 years",Child
2024-25,DEC,9403,208457,Iowa,0.0451,13-17 years,"2024-25, Iowa: 13-17 years",Child
2024-25,DEC,9431,423451,New Jersey,0.0223,5-8 years,"2024-25, New Jersey: 5-8 years",Child
2024-25,DEC,9504,365488,New York State,0.026,2-4 years,"2024-25, New York (excluding New York City): 2-4 years",Child
2024-25,DEC,9830,222285,Connecticut,0.0442,13-17 years,"2024-25, Connecticut: 13-17 years",Child
2024-25,DEC,10340,434609,New Jersey,0.0238,9-12 years,"2024-25, New Jersey: 9-12 years",Child
2024-25,DEC,10357,369112,North Carolina,0.0281,2-4 years,"2024-25, North Carolina: 2-4 years",Child
2024-25,DEC,10421,1212056,Mississippi,0.0086,18-49 years,"2024-25, Mississippi: 18-49 years",Adult
2024-25,DEC,10535,94603,Colorado,0.1114,6-23 months,"2024-25, Colorado: 6-23 months",Child
2024-25,DEC,10543,417969,Ohio,0.0252,2-4 years,"2024-25, Ohio: 2-4 years",Child
2024-25,DEC,10552,361410,Pennsylvania,0.0292,2-4 years,"2024-25, Pennsylvania (excluding Philadelphia County): 2-4 years",Child
2024-25,DEC,10616,570423.5,Texas,0.0186,6-23 months,"2024-25, Texas: 6-23 months",Child
2024-25,DEC,10663,199448,Wisconsin,0.0535,2-4 years,"2024-25, Wisconsin: 2-4 years",Child
2024-25,DEC,11076,136613,Oregon,0.0811,2-4 years,"2024-25, Oregon: 2-4 years",Child
2024-25,DEC,11383,375524,Arizona,0.0303,9-12 years,"2024-25, Arizona: 9-12 years",Child
2024-25,DEC,11880,360714,New York City,0.0329,9-12 years,"2024-25, New York City: 9-12 years",Child
2024-25,DEC,12032,735062,Georgia,0.0164,13-17 years,"2024-25, Georgia: 13-17 years",Child
2024-25,DEC,12075,302005,New York City,0.04,2-4 years,"2024-25, New York City: 2-4 years",Child
2024-25,DEC,12260,393013,Missouri,0.0312,13-17 years,"2024-25, Missouri: 13-17 years",Child
2024-25,DEC,12324,1209974,Texas,0.0102,2-4 years,"2024-25, Texas: 2-4 years",Child
2024-25,DEC,12711,100594,Minnesota,0.1264,6-23 months,"2024-25, Minnesota: 6-23 months",Child
2024-25,DEC,12742,268337,Utah,0.0475,13-17 years,"2024-25, Utah: 13-17 years",Child
2024-25,DEC,12759,640160,Puerto Rico,0.0199,50-64 years,"2024-25, Puerto Rico: 50-64 years",Adult
2024-25,DEC,12905,385957,New York City,0.0334,5-8 years,"2024-25, New York City: 5-8 years",Child
2024-25,DEC,12927,342016,Michigan,0.0378,2-4 years,"2024-25, Michigan: 2-4 years",Child
2024-25,DEC,13164,218503,Maryland,0.0602,2-4 years,"2024-25, Maryland: 2-4 years",Child
2024-25,DEC,13250,130824,North Dakota,0.1013,50-64 years,"2024-25, North Dakota: 50-64 years",Adult
2024-25,DEC,13399,328538.5,Philadelphia,0.0408,6 months to 17 years,"2024-25, Philadelphia: 6 months to 17 years",Child
2024-25,DEC,13539,211177,Illinois,0.0641,6-23 months,"2024-25, Illinois: 6-23 months",Child
2024-25,DEC,13622,133827,Alaska,0.1018,50-64 years,"2024-25, Alaska: 50-64 years",Adult
2024-25,DEC,13923,504671,North Carolina,0.0276,5-8 years,"2024-25, North Carolina: 5-8 years",Child
2024-25,DEC,14089,322724,Alaska,0.0437,18-49 years,"2024-25, Alaska: 18-49 years",Adult
2024-25,DEC,14185,503705,New York State,0.0282,5-8 years,"2024-25, New York (excluding New York City): 5-8 years",Child
2024-25,DEC,14477,329715,North Dakota,0.0439,18-49 years,"2024-25, North Dakota: 18-49 years",Adult
2024-25,DEC,14675,275092,Wisconsin,0.0533,5-8 years,"2024-25, Wisconsin: 5-8 years",Child
2024-25,DEC,14749,436260,New York City,0.0338,13-17 years,"2024-25, New York City: 13-17 years",Child
2024-25,DEC,14860,569627,Ohio,0.0261,5-8 years,"2024-25, Ohio: 5-8 years",Child
2024-25,DEC,14959,192782,Oregon,0.0776,5-8 years,"2024-25, Oregon: 5-8 years",Child
2024-25,DEC,15060,130262.5,Washington,0.1156,6-23 months,"2024-25, Washington: 6-23 months",Child
2024-25,DEC,15326,562524,New Jersey,0.0272,13-17 years,"2024-25, New Jersey: 13-17 years",Child
2024-25,DEC,15353,1219345,Florida,0.0126,13-17 years,"2024-25, Florida: 13-17 years",Child
2024-25,DEC,15374,198442,Colorado,0.0775,2-4 years,"2024-25, Colorado: 2-4 years",Child
2024-25,DEC,15393,500397,Pennsylvania,0.0308,5-8 years,"2024-25, Pennsylvania (excluding Philadelphia County): 5-8 years",Child
2024-25,DEC,15553,514913,New York State,0.0302,9-12 years,"2024-25, New York (excluding New York City): 9-12 years",Child
2024-25,DEC,15696,523493,North Carolina,0.03,9-12 years,"2024-25, North Carolina: 9-12 years",Child
2024-25,DEC,15991,105409,District of Columbia,0.1517,50-64 years,"2024-25, District of Columbia: 50-64 years",Adult
2024-25,DEC,16088,286356,Wisconsin,0.0562,9-12 years,"2024-25, Wisconsin: 9-12 years",Child
2024-25,DEC,16107,352593,South Dakota,0.0457,18-49 years,"2024-25, South Dakota: 18-49 years",Adult
2024-25,DEC,16114,690870,West Virginia,0.0233,18-49 years,"2024-25, West Virginia: 18-49 years",Adult
2024-25,DEC,16179,198245,Oregon,0.0816,9-12 years,"2024-25, Oregon: 9-12 years",Child
2024-25,DEC,16336,110501,Vermont,0.1478,6 months to 17 years,"2024-25, Vermont: 6 months to 17 years",Child
2024-25,DEC,17169,124975.5,District of Columbia,0.1374,6 months to 17 years,"2024-25, District of Columbia: 6 months to 17 years",Child
2024-25,DEC,17190,572469,Ohio,0.03,9-12 years,"2024-25, Ohio: 9-12 years",Child
2024-25,DEC,17377,515686,Pennsylvania,0.0337,9-12 years,"2024-25, Pennsylvania (excluding Philadelphia County): 9-12 years",Child
2024-25,DEC,17541,242032,Maine,0.0725,6 months to 17 years,"2024-25, Maine: 6 months to 17 years",Child
2024-25,DEC,17739,479456,Arizona,0.037,13-17 years,"2024-25, Arizona: 13-17 years",Child
2024-25,DEC,17768,467559,Michigan,0.038,5-8 years,"2024-25, Michigan: 5-8 years",Child
2024-25,DEC,17780,164468,South Dakota,0.1081,50-64 years,"2024-25, South Dakota: 50-64 years",Adult
2024-25,DEC,18057,1668393,Texas,0.0108,5-8 years,"2024-25, Texas: 5-8 years",Child
2024-25,DEC,18822,975661.5,Kentucky,0.0193,6 months to 17 years,"2024-25, Kentucky: 6 months to 17 years",Child
2024-25,DEC,18975,295984,Maryland,0.0641,5-8 years,"2024-25, Maryland: 5-8 years",Child
2024-25,DEC,19140,475421,Michigan,0.0403,9-12 years,"2024-25, Michigan: 9-12 years",Child
2024-25,DEC,19162,383258,Delaware,0.05,18-49 years,"2024-25, Delaware: 18-49 years",Adult
2024-25,DEC,19599,430356,Montana,0.0455,18-49 years,"2024-25, Montana: 18-49 years",Adult
2024-25,DEC,19825,207146,Montana,0.0957,50-64 years,"2024-25, Montana: 50-64 years",Adult
2024-25,DEC,20035,212202,Minnesota,0.0944,2-4 years,"2024-25, Minnesota: 2-4 years",Child
2024-25,DEC,20081,446316,Illinois,0.045,2-4 years,"2024-25, Illinois: 2-4 years",Child
2024-25,DEC,20352,274405,Colorado,0.0742,5-8 years,"2024-25, Colorado: 5-8 years",Child
2024-25,DEC,20794,301025,Maryland,0.0691,9-12 years,"2024-25, Maryland: 9-12 years",Child
2024-25,DEC,20821,561642,Mississippi,0.0371,50-64 years,"2024-25, Mississippi: 50-64 years",Adult
2024-25,DEC,21010,248705,Oregon,0.0845,13-17 years,"2024-25, Oregon: 13-17 years",Child
2024-25,DEC,21157,461203,New Mexico,0.0459,6 months to 17 years,"2024-25, New Mexico: 6 months to 17 years",Child
2024-25,DEC,21717,370797,Wisconsin,0.0586,13-17 years,"2024-25, Wisconsin: 13-17 years",Child
2024-25,DEC,21736,364081,West Virginia,0.0597,50-64 years,"2024-25, West Virginia: 50-64 years",Adult
2024-25,DEC,21950,276460,Washington,0.0794,2-4 years,"2024-25, Washington: 2-4 years",Child
2024-25,DEC,22069,285438,Colorado,0.0773,9-12 years,"2024-25, Colorado: 9-12 years",Child
2024-25,DEC,22221,671415,North Carolina,0.0331,13-17 years,"2024-25, North Carolina: 13-17 years",Child
2024-25,DEC,22443,1473455.5,Tennessee,0.0152,6 months to 17 years,"2024-25, Tennessee: 6 months to 17 years",Child
2024-25,DEC,22717,1687066,Texas,0.0135,9-12 years,"2024-25, Texas: 9-12 years",Child
2024-25,DEC,23168,678480,New York State,0.0341,13-17 years,"2024-25, New York (excluding New York City): 13-17 years",Child
2024-25,DEC,23363,742187,Ohio,0.0315,13-17 years,"2024-25, Ohio: 13-17 years",Child
2024-25,DEC,24001,103776,Wyoming,0.2313,65+ years,"2024-25, Wyoming: 65+ years",Adult
2024-25,DEC,24463,624694,Michigan,0.0392,13-17 years,"2024-25, Michigan: 13-17 years",Child
2024-25,DEC,24511,270072,Philadelphia,0.0908,50-64 years,"2024-25, Philadelphia: 50-64 years",Adult
2024-25,DEC,24726,676599,Pennsylvania,0.0365,13-17 years,"2024-25, Pennsylvania (excluding Philadelphia County): 13-17 years",Child
2024-25,DEC,24942,1229950,Arkansas,0.0203,18-49 years,"2024-25, Arkansas: 18-49 years",Adult
2024-25,DEC,25647,89833,District of Columbia,0.2855,65+ years,"2024-25, District of Columbia: 65+ years",Adult
2024-25,DEC,25935,1926749,Louisiana,0.0135,18-49 years,"2024-25, Louisiana: 18-49 years",Adult
2024-25,DEC,26760,291284,Minnesota,0.0919,5-8 years,"2024-25, Minnesota: 5-8 years",Child
2024-25,DEC,26837,607964,Illinois,0.0441,5-8 years,"2024-25, Illinois: 5-8 years",Child
2024-25,DEC,27260,201301,Delaware,0.1354,50-64 years,"2024-25, Delaware: 50-64 years",Adult
2024-25,DEC,27641,292636,Minnesota,0.0945,9-12 years,"2024-25, Minnesota: 9-12 years",Child
2024-25,DEC,27689,378031,Maryland,0.0732,13-17 years,"2024-25, Maryland: 13-17 years",Child
2024-25,DEC,27697,365609,Colorado,0.0758,13-17 years,"2024-25, Colorado: 13-17 years",Child
2024-25,DEC,28208,707072,Iowa,0.0399,6 months to 17 years,"2024-25, Iowa: 6 months to 17 years",Child
2024-25,DEC,28354,626171,Illinois,0.0453,9-12 years,"2024-25, Illinois: 9-12 years",Child
2024-25,DEC,28826,133652,Vermont,0.2157,50-64 years,"2024-25, Vermont: 50-64 years",Adult
2024-25,DEC,28894,95876,Alaska,0.3014,65+ years,"2024-25, Alaska: 65+ years",Adult
2024-25,DEC,29177,747775,Idaho,0.039,18-49 years,"2024-25, Idaho: 18-49 years",Adult
2024-25,DEC,29967,377461,Washington,0.0794,5-8 years,"2024-25, Washington: 5-8 years",Child
2024-25,DEC,30160,247935,Vermont,0.1216,18-49 years,"2024-25, Vermont: 18-49 years",Adult
2024-25,DEC,30545,322101,Idaho,0.0948,50-64 years,"2024-25, Idaho: 50-64 years",Adult
2024-25,DEC,30986,701836,Connecticut,0.0441,6 months to 17 years,"2024-25, Connecticut: 6 months to 17 years",Child
2024-25,DEC,31077,377798,Washington,0.0823,9-12 years,"2024-25, Washington: 9-12 years",Child
2024-25,DEC,32858,371308,Minnesota,0.0885,13-17 years,"2024-25, Minnesota: 13-17 years",Child
2024-25,DEC,33106,2437453.5,Georgia,0.0136,6 months to 17 years,"2024-25, Georgia: 6 months to 17 years",Child
2024-25,DEC,34408,4140953,Florida,0.0083,6 months to 17 years,"2024-25, Florida: 6 months to 17 years",Child
2024-25,DEC,35325,564552,Arkansas,0.0626,50-64 years,"2024-25, Arkansas: 50-64 years",Adult
2024-25,DEC,35701,387986,District of Columbia,0.092,18-49 years,"2024-25, District of Columbia: 18-49 years",Adult
2024-25,DEC,36540,449237,Wyoming,0.0813,18+ years,"2024-25, Wyoming: 18+ years",Adult
2024-25,DEC,36940,905560.5,Utah,0.0408,6 months to 17 years,"2024-25, Utah: 6 months to 17 years",Child
2024-25,DEC,37157,873539,Louisiana,0.0425,50-64 years,"2024-25, Louisiana: 50-64 years",Adult
2024-25,DEC,37423,816314,Illinois,0.0458,13-17 years,"2024-25, Illinois: 13-17 years",Child
2024-25,DEC,37541,1661189,Oklahoma,0.0226,18-49 years,"2024-25, Oklahoma: 18-49 years",Adult
2024-25,DEC,38283,460572,Washington,0.0831,13-17 years,"2024-25, Washington: 13-17 years",Child
2024-25,DEC,38333,579166.5,Wyoming,0.0662,Overall,"2024-25, Wyoming: Overall",All
2024-25,DEC,39089,2110766,Texas,0.0185,13-17 years,"2024-25, Texas: 13-17 years",Child
2024-25,DEC,39375,1335604.5,Missouri,0.0295,6 months to 17 years,"2024-25, Missouri: 6 months to 17 years",Child
2024-25,DEC,40622,507668,Maine,0.08,18-49 years,"2024-25, Maine: 18-49 years",Adult
2024-25,DEC,40752,123141,North Dakota,0.3309,65+ years,"2024-25, North Dakota: 65+ years",Adult
2024-25,DEC,41035,697429,Puerto Rico,0.0588,65+ years,"2024-25, Puerto Rico: 65+ years",Adult
2024-25,DEC,44158,712915,Oklahoma,0.0619,50-64 years,"2024-25, Oklahoma: 50-64 years",Adult
2024-25,DEC,44608,1884782,New Jersey,0.0237,6 months to 17 years,"2024-25, New Jersey: 6 months to 17 years",Child
2024-25,DEC,44981,742696,Philadelphia,0.0606,18-49 years,"2024-25, Philadelphia: 18-49 years",Adult
2024-25,DEC,45174,1334197,Nevada,0.0339,18-49 years,"2024-25, Nevada: 18-49 years",Adult
2024-25,DEC,46688,300529,Maine,0.1554,50-64 years,"2024-25, Maine: 50-64 years",Adult
2024-25,DEC,47331,1605718.5,Arizona,0.0295,6 months to 17 years,"2024-25, Arizona: 6 months to 17 years",Child
2024-25,DEC,49580,672299,California,0.0737,6-23 months,"2024-25, California: 6-23 months",Child
2024-25,DEC,51015,226967,Philadelphia,0.2248,65+ years,"2024-25, Philadelphia: 65+ years",Adult
2024-25,DEC,52577,587166,Nevada,0.0895,50-64 years,"2024-25, Nevada: 50-64 years",Adult
2024-25,DEC,53700,857079,New Mexico,0.0627,18-49 years,"2024-25, New Mexico: 18-49 years",Adult
2024-25,DEC,56281,157177,South Dakota,0.3581,65+ years,"2024-25, South Dakota: 65+ years",Adult
2024-25,DEC,56605,552427,Alaska,0.1025,18+ years,"2024-25, Alaska: 18+ years",Adult
2024-25,DEC,60004,2624172,Puerto Rico,0.0229,18+ years,"2024-25, Puerto Rico: 18+ years",Adult
2024-25,DEC,60081,386838,New Mexico,0.1553,50-64 years,"2024-25, New Mexico: 50-64 years",Adult
2024-25,DEC,60296,1640786,New York City,0.0367,6 months to 17 years,"2024-25, New York City: 6 months to 17 years",Child
2024-25,DEC,60642,3177862.5,Puerto Rico,0.0191,Overall,"2024-25, Puerto Rico: Overall",All
2024-25,DEC,62567,726305,Alaska,0.0861,Overall,"2024-25, Alaska: Overall",All
2024-25,DEC,62875,1829101,Kentucky,0.0344,18-49 years,"2024-25, Kentucky: 18-49 years",Adult
2024-25,DEC,63919,128594,Vermont,0.4971,65+ years,"2024-25, Vermont: 65+ years",Adult
2024-25,DEC,64417,499955,Mississippi,0.1288,65+ years,"2024-25, Mississippi: 65+ years",Adult
2024-25,DEC,65031,1414649,California,0.046,2-4 years,"2024-25, California: 2-4 years",Child
2024-25,DEC,65503,213392,Montana,0.307,65+ years,"2024-25, Montana: 65+ years",Adult
2024-25,DEC,67724,460217,Utah,0.1472,50-64 years,"2024-25, Utah: 50-64 years",Adult
2024-25,DEC,68479,583680,North Dakota,0.1173,18+ years,"2024-25, North Dakota: 18+ years",Adult
2024-25,DEC,68486,2237082,New York State,0.0306,6 months to 17 years,"2024-25, New York (excluding New York City): 6 months to 17 years",Child
2024-25,DEC,69504,2247245.5,North Carolina,0.0309,6 months to 17 years,"2024-25, North Carolina: 6 months to 17 years",Child
2024-25,DEC,70129,1227144.5,Wisconsin,0.0571,6 months to 17 years,"2024-25, Wisconsin: 6 months to 17 years",Child
2024-25,DEC,71892,839769,Oregon,0.0856,6 months to 17 years,"2024-25, Oregon: 6 months to 17 years",Child
2024-25,DEC,72214,875398,Kentucky,0.0825,50-64 years,"2024-25, Kentucky: 50-64 years",Adult
2024-25,DEC,72846,2502483,Ohio,0.0291,6 months to 17 years,"2024-25, Ohio: 6 months to 17 years",Child
2024-25,DEC,73030,373569,West Virginia,0.1955,65+ years,"2024-25, West Virginia: 65+ years",Adult
2024-25,DEC,74950,760079.5,North Dakota,0.0986,Overall,"2024-25, North Dakota: Overall",All
2024-25,DEC,75330,2225691,Pennsylvania,0.0338,6 months to 17 years,"2024-25, Pennsylvania (excluding Philadelphia County): 6 months to 17 years",Child
2024-25,DEC,75604,1278429,Iowa,0.0591,18-49 years,"2024-25, Iowa: 18-49 years",Adult
2024-25,DEC,77339,583228,District of Columbia,0.1326,18+ years,"2024-25, District of Columbia: 18+ years",Adult
2024-25,DEC,78927,197594,Delaware,0.3994,65+ years,"2024-25, Delaware: 65+ years",Adult
2024-25,DEC,79986,593437,Iowa,0.1348,50-64 years,"2024-25, Iowa: 50-64 years",Adult
2024-25,DEC,82939,2072888.5,Michigan,0.04,6 months to 17 years,"2024-25, Michigan: 6 months to 17 years",Child
2024-25,DEC,83250,2857609,Tennessee,0.0291,18-49 years,"2024-25, Tennessee: 18-49 years",Adult
2024-25,DEC,86315,305994,Idaho,0.2821,65+ years,"2024-25, Idaho: 65+ years",Adult
2024-25,DEC,86717,1966287,California,0.0441,5-8 years,"2024-25, California: 5-8 years",Child
2024-25,DEC,88819,1433821,Connecticut,0.0619,18-49 years,"2024-25, Connecticut: 18-49 years",Adult
2024-25,DEC,89145,1299127.5,Maryland,0.0686,6 months to 17 years,"2024-25, Maryland: 6 months to 17 years",Child
2024-25,DEC,90168,674238,South Dakota,0.1337,18+ years,"2024-25, South Dakota: 18+ years",Adult
2024-25,DEC,94508,708203.5,District of Columbia,0.1334,Overall,"2024-25, District of Columbia: Overall",All
2024-25,DEC,95659,2273653,Mississippi,0.0421,18+ years,"2024-25, Mississippi: 18+ years",Adult
2024-25,DEC,96027,1218497,Colorado,0.0788,6 months to 17 years,"2024-25, Colorado: 6 months to 17 years",Child
2024-25,DEC,97218,886812,South Dakota,0.1096,Overall,"2024-25, South Dakota: Overall",All
2024-25,DEC,97412,1335281,Tennessee,0.073,50-64 years,"2024-25, Tennessee: 50-64 years",Adult
2024-25,DEC,97741,1991746,California,0.0491,9-12 years,"2024-25, California: 9-12 years",Child
2024-25,DEC,97985,2949076.5,Mississippi,0.0332,Overall,"2024-25, Mississippi: Overall",All
2024-25,DEC,99318,1478793,Utah,0.0672,18-49 years,"2024-25, Utah: 18-49 years",Adult
2024-25,DEC,102573,758237,Connecticut,0.1353,50-64 years,"2024-25, Connecticut: 50-64 years",Adult
2024-25,DEC,102803,7246622.5,Texas,0.0142,6 months to 17 years,"2024-25, Texas: 6 months to 17 years",Child
2024-25,DEC,104927,850894,Montana,0.1233,18+ years,"2024-25, Montana: 18+ years",Adult
2024-25,DEC,107656,3079500,Arizona,0.035,18-49 years,"2024-25, Arizona: 18-49 years",Adult
2024-25,DEC,108723,2499695,Missouri,0.0435,18-49 years,"2024-25, Missouri: 18-49 years",Adult
2024-25,DEC,110880,1428520,West Virginia,0.0776,18+ years,"2024-25, West Virginia: 18+ years",Adult
2024-25,DEC,111249,536306,Arkansas,0.2074,65+ years,"2024-25, Arkansas: 65+ years",Adult
2024-25,DEC,111372,763750,Louisiana,0.1458,65+ years,"2024-25, Louisiana: 65+ years",Adult
2024-25,DEC,112836,1074894.5,Montana,0.105,Overall,"2024-25, Montana: Overall",All
2024-25,DEC,113592,1776063.5,West Virginia,0.064,Overall,"2024-25, West Virginia: Overall",All
2024-25,DEC,115320,1498072,New York City,0.077,50-64 years,"2024-25, New York City: 50-64 years",Adult
2024-25,DEC,116525,1321503,Arizona,0.0882,50-64 years,"2024-25, Arizona: 50-64 years",Adult
2024-25,DEC,116997,1190710,Missouri,0.0983,50-64 years,"2024-25, Missouri: 50-64 years",Adult
2024-25,DEC,120005,1268024,Minnesota,0.0946,6 months to 17 years,"2024-25, Minnesota: 6 months to 17 years",Child
2024-25,DEC,120507,1239735,Philadelphia,0.0972,18+ years,"2024-25, Philadelphia: 18+ years",Adult
2024-25,DEC,121973,4619939,Georgia,0.0264,18-49 years,"2024-25, Georgia: 18-49 years",Adult
2024-25,DEC,122905,510181,Vermont,0.2409,18+ years,"2024-25, Vermont: 18+ years",Adult
2024-25,DEC,125349,782153,Delaware,0.1603,18+ years,"2024-25, Delaware: 18+ years",Adult
2024-25,DEC,126234,2707942,Illinois,0.0466,6 months to 17 years,"2024-25, Illinois: 6 months to 17 years",Child
2024-25,DEC,129917,519316,Nevada,0.2502,65+ years,"2024-25, Nevada: 65+ years",Adult
2024-25,DEC,130149,653159,Oklahoma,0.1993,65+ years,"2024-25, Oklahoma: 65+ years",Adult
2024-25,DEC,130728,981560.5,Delaware,0.1332,Overall,"2024-25, Delaware: Overall",All
2024-25,DEC,131169,2015461,Georgia,0.0651,50-64 years,"2024-25, Georgia: 50-64 years",Adult
2024-25,DEC,133906,1568273.5,Philadelphia,0.0854,Overall,"2024-25, Philadelphia: Overall",All
2024-25,DEC,135206,293776,Maine,0.4602,65+ years,"2024-25, Maine: 65+ years",Adult
2024-25,DEC,136337,1622553.5,Washington,0.084,6 months to 17 years,"2024-25, Washington: 6 months to 17 years",Child
2024-25,DEC,138226,2522821,California,0.0548,13-17 years,"2024-25, California: 13-17 years",Child
2024-25,DEC,139241,620682,Vermont,0.2243,Overall,"2024-25, Vermont: Overall",All
2024-25,DEC,142173,381593,Utah,0.3726,65+ years,"2024-25, Utah: 65+ years",Adult
2024-25,DEC,143725,784957,Oregon,0.1831,50-64 years,"2024-25, Oregon: 50-64 years",Adult
2024-25,DEC,144772,389911,New Mexico,0.3713,65+ years,"2024-25, New Mexico: 65+ years",Adult
2024-25,DEC,146037,1375870,Idaho,0.1061,18+ years,"2024-25, Idaho: 18+ years",Adult
2024-25,DEC,149979,3608589,New Jersey,0.0416,18-49 years,"2024-25, New Jersey: 18-49 years",Adult
2024-25,DEC,154229,1829219,New Jersey,0.0843,50-64 years,"2024-25, New Jersey: 50-64 years",Adult
2024-25,DEC,154445,1816139.5,Idaho,0.085,Overall,"2024-25, Idaho: Overall",All
