Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,DEC,2022-23,N. Mariana Islands,0.1384,0.1697,-0.0314,"1,663","2,040",12020,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Mississippi,0.1396,0.1603,-0.0206,"78,422","90,016",561642,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Montana,0.1925,0.2587,-0.0662,"39,885","53,598",207146,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,North Carolina,0.1998,0.1153,0.0845,"410,873","237,202",2056433,50-64 years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,North Dakota,0.255,0.334,-0.079,"33,363","43,699",130824,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,DEC,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,DEC,2022-23,New Jersey,0.168,0.2126,-0.0446,"307,308","388,879",1829219,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New Mexico,0.2576,0.3533,-0.0956,"99,665","136,659",386838,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Nevada,0.1912,0.2595,-0.0683,"112,272","152,391",587166,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,New York,0.1992,0.3024,-0.1033,"465,522","706,871",2337214,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Ohio,0.2303,0.2929,-0.0626,"533,061","678,010",2314476,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Oklahoma,0.1693,0.2097,-0.0404,"120,702","149,512",712915,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Oregon,0.2744,0.3266,-0.0522,"215,410","256,363",784957,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Pennsylvania,0.2246,0.3166,-0.0919,"524,633","739,335",2335478,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Philadelphia,0.1999,0.3941,-0.1941,"53,993","106,426",270072,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Puerto Rico,0.103,0.1428,-0.0397,"65,963","91,403",640160,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,DEC,2022-23,Republic of Palau,0.0169,0.0413,-0.0244,68,166,4023,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,DEC,2022-23,South Dakota,0.2825,0.3282,-0.0457,"46,465","53,982",164468,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Houston,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,DEC,2022-23,Tennessee,0.2079,0.2643,-0.0565,"277,547","352,930",1335281,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Texas,0.107,0.1155,-0.0085,"537,893","580,499",5025173,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Utah,0.2802,0.3523,-0.0721,"128,949","162,143",460217,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Virginia,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,DEC,2022-23,U.S. Virgin Islands ,0.0153,0,0.0153,343,0,22448,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Vermont,0.3027,0.4233,-0.1206,"40,458","56,581",133652,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Washington,0.2781,0.3395,-0.0615,"393,657","480,651",1415568,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Wisconsin,0.2957,0.3817,-0.086,"350,150","452,018",1184308,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,West Virginia,0.215,0.2611,-0.0462,"78,262","95,065",364081,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Wyoming,0.1674,0.2158,-0.0484,"18,227","23,501",108898,50-64 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alaska,0.4083,0.414,-0.0058,"39,144","39,697",95876,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alabama,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,Arkansas,0.448,0.5134,-0.0654,"240,264","275,362",536306,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,American Samoa,0.0174,0.0317,-0.0143,57,104,3278,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Arizona,0.3588,0.4006,-0.0418,"492,916","550,390",1373975,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New York City,0.3027,0.3432,-0.0405,"396,205","449,226",1308751,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,California,0.5419,0.5508,-0.0089,"3,238,308","3,291,738",5976166,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Chicago,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,Colorado,0.6017,0.614,-0.0123,"527,298","538,065",876387,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Connecticut,0.6182,0.5995,0.0188,"399,386","387,248",645996,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,District of Columbia,0.3404,0.3507,-0.0103,"30,582","31,503",89833,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Delaware,0.6247,0.6906,-0.0659,"123,437","136,456",197594,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Florida,0.3931,0.4335,-0.0405,"1,823,106","2,010,836",4638094,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Federated States of Micronesia,0.0783,0.1291,-0.0507,377,621,4812,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Georgia,0.4545,0,0.4545,"715,661",0,1574667,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Guam,0.1951,0.1159,0.0792,"3,133","1,861",16061,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,Iowa,0.6368,0.3766,0.2603,"360,541","213,203",566136,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Idaho,0.4794,0.5122,-0.0328,"146,682","156,725",305994,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Illinois,0.5371,0.5853,-0.0482,"1,122,098","1,222,806",2089234,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Indiana,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,Kansas,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,Kentucky,0.4861,0.5372,-0.0511,"374,706","414,124",770835,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Louisiana,0.3727,0.3901,-0.0174,"284,634","297,905",763750,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,Maryland,0.5711,0.5922,-0.0211,"563,828","584,687",987352,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Maine,0.6783,0.7453,-0.0671,"199,254","218,965",293776,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Marshall Islands,0.0335,0.0678,-0.0343,125,253,3732,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Michigan,0.5489,0.5731,-0.0242,"994,843","1,038,719",1812441,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Minnesota,0.6529,0.6669,-0.0141,"619,479","632,813",948841,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Missouri,0.5105,0.5622,-0.0517,"556,329","612,688",1089714,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,N. Mariana Islands,0.2608,0.2752,-0.0144,979,"1,033",3754,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Mississippi,0.3186,0.3004,0.0182,"159,268","150,167",499955,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Montana,0.4436,0.4848,-0.0412,"94,658","103,458",213392,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,North Carolina,0.4453,0.2178,0.2275,"808,031","395,146",1814542,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,North Dakota,0.5845,0.5993,-0.0149,"71,972","73,801",123141,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,New Jersey,0.3727,0.3644,0.0083,"562,816","550,299",1510028,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New Mexico,0.5056,0.5772,-0.0716,"197,155","225,068",389911,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Nevada,0.4452,0.5099,-0.0646,"231,216","264,784",519316,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,New York,0.4762,0.5454,-0.0692,"981,436","1,123,969",2060818,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Ohio,0.5251,0.5404,-0.0152,"1,101,532","1,133,498",2097638,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Oklahoma,0.3879,0.4009,-0.013,"253,361","261,842",653159,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Oregon,0.565,0.5842,-0.0192,"446,094","461,226",789527,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Pennsylvania,0.5102,0.5577,-0.0475,"1,132,991","1,238,411",2220720,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Philadelphia,0.3702,0.6365,-0.2663,"84,021","144,471",226967,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Puerto Rico,0.1841,0.2427,-0.0586,"128,398","169,249",697429,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,Republic of Palau,0.0351,0.0412,-0.006,70,82,1992,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,South Dakota,0.5325,0.5294,0.0031,"83,690","83,203",157177,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Houston,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,Tennessee,0.4847,0.509,-0.0243,"572,226","600,878",1180543,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Texas,0.2368,0.212,0.0248,"917,414","821,228",3873683,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Utah,0.5697,0.6058,-0.0362,"217,391","231,188",381593,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Virginia,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,DEC,2022-23,U.S. Virgin Islands ,0.0492,0.0003,0.0489,"1,008",6,20478,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Vermont,0.6151,0.6801,-0.0649,"79,104","87,452",128594,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Washington,0.5852,0.6056,-0.0204,"730,256","755,656",1247874,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Wisconsin,0.6586,0.6797,-0.0212,"690,158","712,331",1047935,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,West Virginia,0.4152,0.4235,-0.0082,"155,118","158,190",373569,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Wyoming,0.4018,0.4069,-0.005,"41,698","42,222",103776,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Alaska,0.0959,0.0985,-0.0026,"30,935","31,790",322724,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Alabama,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,Arkansas,0.0772,0.0888,-0.0116,"94,975","109,256",1229950,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,American Samoa,0.0012,0.0012,0,25,24,20418,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Arizona,0.0612,0.0593,0.0019,"188,557","182,647",3079500,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,New York City,0.0867,0.0827,0.0041,"325,482","310,171",3752487,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,California,0.1156,0.1125,0.0031,"2,009,715","1,955,994",17380305,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Chicago,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,Colorado,0.1343,0.1385,-0.0042,"353,012","363,965",2627928,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Connecticut,0.1233,0.1363,-0.013,"176,816","195,418",1433821,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,District of Columbia,0.0957,0.0891,0.0065,"37,119","34,587",387986,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Delaware,0.1033,0.1319,-0.0286,"39,599","50,543",383258,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Florida,0.0569,0.0616,-0.0047,"485,533","525,783",8532850,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Federated States of Micronesia,0.0237,0.0294,-0.0057,"1,179","1,460",49666,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Georgia,0,0,0,0,0,4619939,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Guam,0.0341,0.0278,0.0063,"2,415","1,970",70741,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,Iowa,0.1265,0.128,-0.0016,"161,660","163,680",1278429,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Idaho,0.081,0.0879,-0.0069,"60,554","65,698",747775,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Illinois,0.1018,0.113,-0.0111,"539,022","598,001",5293195,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Indiana,0.0821,0.0806,0.0015,"229,567","225,260",2794631,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Kansas,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,Kentucky,0.0865,0.0971,-0.0106,"158,191","177,555",1829101,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Louisiana,0.0642,0.0655,-0.0012,"123,784","126,171",1926749,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,Maryland,0.1324,0.1235,0.009,"332,708","310,194",2512075,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Maine,0.15,0.1375,0.0125,"76,156","69,809",507668,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Marshall Islands,0.019,0.0131,0.0059,686,474,36097,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Michigan,0.1009,0.1019,-0.001,"404,084","408,178",4006528,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Minnesota,0.1317,0.1456,-0.0139,"304,868","337,131",2315421,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Missouri,0.0907,0.1025,-0.0118,"226,740","256,231",2499695,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,N. Mariana Islands,0.0877,0.0639,0.0237,"1,780","1,298",20301,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Mississippi,0.0418,0.0395,0.0022,"50,628","47,908",1212056,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Montana,0.0749,0.0753,-0.0004,"32,220","32,401",430356,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,North Carolina,0.0732,0.0655,0.0078,"323,863","289,527",4423448,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,North Dakota,0.1236,0.1432,-0.0196,"40,738","47,212",329715,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,New Jersey,0.0762,0.0767,-0.0005,"275,086","276,729",3608589,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,New Mexico,0.0883,0.0978,-0.0094,"75,715","83,794",857079,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Nevada,0.0686,0.0804,-0.0119,"91,494","107,329",1334197,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,New York,0.0795,0.0863,-0.0068,"349,196","378,886",4391080,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Ohio,0.0997,0.0984,0.0013,"469,882","463,758",4712462,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Oklahoma,0.0588,0.0626,-0.0038,"97,746","104,014",1661189,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Oregon,0.1199,0.1153,0.0045,"216,501","208,283",1806245,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Pennsylvania,0.1013,0.103,-0.0017,"442,391","449,669",4366564,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Philadelphia,0.092,0.1482,-0.0562,"68,302","110,048",742696,18-49 years,Lower by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Puerto Rico,0.0368,0.0439,-0.0072,"47,312","56,539",1286583,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,Republic of Palau,0.0002,0.0001,0.0001,2,1,10568,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,South Dakota,0.1411,0.1373,0.0038,"49,739","48,412",352593,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Houston,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,Tennessee,0.0747,0.0747,0.0001,"213,535","213,373",2857609,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Texas,0.0325,0.0328,-0.0003,"423,074","426,664",13026771,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Utah,0.1201,0.1078,0.0123,"177,671","159,413",1478793,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Virginia,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,OCT,2023-24,U.S. Virgin Islands ,0.0032,0.0033,-0.0001,123,127,38581,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Vermont,0.1284,0.1162,0.0122,"31,838","28,817",247935,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Washington,0.1229,0.1227,0.0002,"413,366","412,861",3364376,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Wisconsin,0.1365,0.1395,-0.003,"319,648","326,587",2341888,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,West Virginia,0.0841,0.0812,0.0028,"58,068","56,130",690870,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Wyoming,0.0689,0.0773,-0.0084,"16,300","18,282",236563,18-49 years,Within 5 percentage points,Adult
2024-25,NOV,2022-23,Alaska,0.1336,0.142,-0.0084,"1,927","2,048",14422,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Alabama,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,Arkansas,0.1769,0.2134,-0.0365,"9,629","11,614",54432.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,American Samoa,0.3177,0.2303,0.0874,400,290,1258.5,6-23 months,Higher by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Arizona,0.1539,0.1776,-0.0236,"19,040","21,963",123698.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,New York City,0.3404,0.3503,-0.0099,"53,058","54,597",155850,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,California,0.275,0.2858,-0.0107,"184,903","192,114",672299,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Chicago,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,Colorado,0.3823,0.4353,-0.053,"36,168","41,180",94603,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Connecticut,0.5292,0.5702,-0.041,"27,631","29,772",52209,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,District of Columbia,0.2405,0.2915,-0.051,"3,254","3,944",13527.5,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Delaware,0.3387,0.384,-0.0453,"5,389","6,109",15908.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Florida,0.1984,0.226,-0.0275,"66,002","75,162",332603,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Federated States of Micronesia,0.0404,0.0496,-0.0091,115,141,2844,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Georgia,0.2115,0,0.2115,"39,925",0,188755.5,6-23 months,Higher by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Guam,0.1231,0.0747,0.0484,580,352,4712,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,Iowa,0.338,0.3856,-0.0477,"18,897","21,562",55916,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Idaho,0.2226,0.2883,-0.0657,"7,258","9,400",32606.5,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Illinois,0.2898,0.3352,-0.0454,"61,201","70,787",211177,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Indiana,0.249,0.2997,-0.0507,"30,282","36,447",121631,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Kansas,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,Kentucky,0.2295,0.2807,-0.0512,"18,252","22,325",79533.5,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Louisiana,0.1246,0.1594,-0.0349,"10,736","13,740",86184,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,Maryland,0.3381,0.3825,-0.0444,"35,696","40,383",105584.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Maine,0.7043,0.742,-0.0378,"13,233","13,943",18790,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Marshall Islands,0.0914,0.0821,0.0093,237,213,2593,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Michigan,0.2478,0.1144,0.1334,"40,447","18,678",163198.5,6-23 months,Higher by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Minnesota,0.337,0.3922,-0.0552,"33,903","39,452",100594,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Missouri,0.2375,0.2669,-0.0294,"25,791","28,979",108572.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,N. Mariana Islands,0.1851,0.193,-0.0079,211,220,1139.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Mississippi,0.0929,0.1213,-0.0284,"4,979","6,502",53615.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Montana,0.1536,0.1839,-0.0303,"2,630","3,149",17119.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,North Carolina,0.3102,0.3268,-0.0166,"55,385","58,350",178554.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,North Dakota,0.2921,0.3376,-0.0455,"4,546","5,254",15564.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,New Jersey,0.3769,0.4155,-0.0386,"56,967","62,806",151155,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,New Mexico,0.2034,0.2474,-0.0439,"7,009","8,522",34451,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Nevada,0.1765,0.2128,-0.0363,"9,551","11,516",54115,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,New York,0.302,0.3709,-0.0688,"52,702","64,713",174496,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Ohio,0.2716,0.3021,-0.0306,"54,374","60,494",200231,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Oklahoma,0.1732,0.2045,-0.0313,"12,780","15,091",73805.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Oregon,0.3269,0.3665,-0.0395,"20,735","23,243",63424,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Pennsylvania,0.3426,0.4065,-0.0638,"58,797","69,747",171599,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Philadelphia,0.3011,0.5279,-0.2268,"9,036","15,842",30010.5,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,NOV,2022-23,Puerto Rico,0.0286,0.0402,-0.0116,"1,070","1,504",37396.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,Republic of Palau,0,0,0,0,0,355.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,South Dakota,0.2292,0.2705,-0.0413,"4,059","4,790",17706,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Houston,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,NOV,2022-23,Tennessee,0.2328,0.2689,-0.036,"28,036","32,376",120410.5,6-23 months,Within 5 percentage points,Child
2024-25,NOV,2022-23,Texas,0.244,0.2591,-0.0151,"139,174","147,814",570423.5,6-23 months,Within 5 percentage points,Child
