Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,19.5193,12.2108,62,0
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,15.3392,3.3264,1050,0
COVID,State,New Hampshire,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,15.3392,3.3264,1050,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,57.5721,17.6602,68,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,4.4197,5.2454,68,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,29.0768,14.6329,68,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,8.9315,2.4955,1185,0
COVID,State,New Jersey,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,8.9315,2.4955,1185,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,47.3635,15.3654,95,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,23.4776,14.9092,95,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,16.6385,10.6117,95,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,12.5204,4.035,922,0
COVID,State,New Mexico,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,12.5204,4.035,922,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,43.8454,16.5367,93,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,14.7195,11.7611,93,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,32.2577,15.0594,93,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,9.1773,2.1119,1975,0
COVID,State,New York,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,9.1773,2.1119,1975,0
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,,,21,1
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,,,21,1
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,,,21,1
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,,,851,1
COVID,State,North Carolina,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,8.495,2.8038,851,0
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,33.8158,33.4617,44,0
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,43.0212,45.1194,44,0
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,10.8962,15.316,44,0
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,12.2668,6.0889,669,0
COVID,State,North Dakota,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,12.2668,6.0889,669,0
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,,,27,1
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,,,27,1
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,,,27,1
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,,,702,1
COVID,State,Ohio,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,8.5349,3.2647,702,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,59.6759,21.6633,31,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,3.3739,6.7224,31,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,31.8412,20.8098,31,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,5.109,1.9575,910,0
COVID,State,Oklahoma,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,5.109,1.9575,910,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,40.7362,18.9989,45,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,13.1273,9.4974,45,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,27.8173,15.5969,45,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,18.3192,3.8676,1038,0
COVID,State,Oregon,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,18.3192,3.8676,1038,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,58.1789,10.4281,163,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,10.0072,6.413,163,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,22.2708,8.8532,163,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,9.5431,2.0105,2203,0
COVID,State,Pennsylvania,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,9.5431,2.0105,2203,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,71.1487,16.256,47,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,0,0,47,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,24.8874,16.1928,47,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,3.9639,1.765,1177,0
COVID,State,Puerto Rico,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,3.9639,1.765,1177,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,45.5469,29.9908,35,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,0.3565,0.6883,35,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,38.6836,28.2997,35,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,15.413,5.0509,622,0
COVID,State,Rhode Island,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,15.413,5.0509,622,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,66.1022,11.3619,101,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,7.5659,5.9258,101,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,23.1955,10.5853,101,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,3.1363,1.1091,1336,0
COVID,State,South Carolina,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,3.1363,1.1091,1336,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,60.3027,25.3391,40,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,3.7488,4.7067,40,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,27.8485,25.6309,40,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,8.1,2.6307,909,0
COVID,State,South Dakota,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,8.1,2.6307,909,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,,,20,1
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,,,20,1
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,,,20,1
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,,,704,1
COVID,State,Tennessee,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,5.129,2.2987,704,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,52.2362,7.7294,294,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,6.3901,2.8429,294,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,32.2546,6.8348,294,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,9.1191,1.4476,4311,0
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,9.1191,1.4476,4311,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,58.5656,13.3639,82,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,6.3369,6.1922,82,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,24.5301,11.6692,82,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,10.5674,3.9727,590,0
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,10.5674,3.9727,590,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,55.1034,34.5181,56,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,4.071,6.7452,56,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,11.3405,17.1408,56,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,29.4851,6.7538,711,0
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,29.4851,6.7538,711,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,34.1337,12.2137,79,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,19.2525,10.6369,79,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,32.2735,12.2083,79,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,14.3403,2.9949,1253,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,14.3403,2.9949,1253,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,41.2755,26.7727,32,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,20.1963,21.153,32,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,19.7548,16.6602,32,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,18.7734,5.3109,674,0
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,18.7734,5.3109,674,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,64.8045,16.3042,65,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,7.3479,6.6789,65,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,22.9622,14.738,65,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,4.8853,1.7698,1169,0
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,4.8853,1.7698,1169,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,62.3403,19.051,59,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,6.4144,7.3685,59,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,20.0451,15.9295,59,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,11.2001,3.6034,684,0
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,11.2001,3.6034,684,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,64.0825,24.4128,61,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,2.6435,3.6394,61,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,23.974,24.4057,61,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,9.3,4.6072,681,0
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,9.3,4.6072,681,0
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,,,9,1
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,,,9,1
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,,,9,1
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,,,505,1
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,14.8417,4.6939,505,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,50.9714,13.2131,98,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,8.2212,6.0245,98,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,28.5687,12.0429,98,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,12.2387,2.7461,1436,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,12.2387,2.7461,1436,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,41.0363,18.463,56,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,9.1306,12.7182,56,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,41.6519,18.0729,56,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,8.1812,3.0369,817,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,8.1812,3.0369,817,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,44.9557,22.1521,37,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,16.9505,15.5178,37,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,28.6369,19.7109,37,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,9.4569,2.5407,1158,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,9.4569,2.5407,1158,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,44.0202,24.8069,59,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,7.4559,7.9413,59,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,35.543,19.8023,59,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,12.981,4.1372,814,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,12.981,4.1372,814,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,59.5057,11.2291,104,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,10.3403,7.0132,104,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,20.8758,9.5561,104,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,9.2781,2.1432,1389,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,9.2781,2.1432,1389,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,51.9215,12.7973,93,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,6.051,5.0175,93,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,31.9142,11.6763,93,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,10.1133,2.9216,1344,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,10.1133,2.9216,1344,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,43.5453,11.5304,119,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,9.4525,5.4228,119,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,37.3852,10.5499,119,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,9.617,2.2003,1530,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,9.617,2.2003,1530,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,60.406,15.0147,82,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,3.6426,3.8057,82,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,27.4205,12.6071,82,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,8.5309,2.3289,1437,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07,8.5309,2.3289,1437,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",Up-to-date,Yes,December Week 4,2024-12-28,12.1098,0.8526,27628,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,10.984,0.649,51459,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,75.7661,7.1277,266,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,27.1574,3.7023,1838,0
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,December Week 4,2024-12-28,5.657,0.9903,8910,0
COVID,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,10.984,0.649,51459,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,58.2046,5.2629,895,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,7.0816,2.66,895,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,22.4088,4.2609,895,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,12.305,1.019,15166,0
COVID,National,National,Age,12-17 years,Up-to-date,Yes,December Week 2,2024-12-14,12.305,1.019,15166,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,50.7099,4.9958,1121,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,9.6636,3.4056,1121,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,27.6512,4.5795,1121,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,11.9753,0.957,18964,0
COVID,National,National,Age,5-11 years,Up-to-date,Yes,December Week 2,2024-12-14,11.9753,0.957,18964,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,54.2964,3.7247,2016,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,8.3755,2.1945,2016,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,25.1265,3.1964,2016,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,12.2015,0.7103,34130,0
COVID,National,National,Age,5-17 years,Up-to-date,Yes,December Week 2,2024-12-14,12.2015,0.7103,34130,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,51.4801,6.0005,1003,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,8.7992,2.8447,1003,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,34.9943,5.4594,1003,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,4.7264,0.7532,17329,0
COVID,National,National,Age,6 months-4 years,Up-to-date,Yes,December Week 2,2024-12-14,4.7264,0.7532,17329,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,52.9143,11.6435,309,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,10.4598,4.5786,309,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,33.8406,10.3451,309,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,2.7853,0.8921,5796,0
COVID,National,National,Age,6-23 months,Up-to-date,Yes,December Week 2,2024-12-14,2.7853,0.8921,5796,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,50.8342,4.3671,1467,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,9.9331,2.8593,1467,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,23.6642,3.554,1467,0
